a4,a16,a17,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a2,a3,a5,a7,a8,a10,a11,a13,a14,a15,a18,a19,label
38240,802,2,1911,60,46,0.333,,70,0.625,50,19,1391,47.600,33.300,0,0,2.700,0.700,38.500,40,114.290,T200,SERVMERCH,YES,YES,BENTON,UNCOATED,UNCOATED,XYLOL,YES,ALBERT70,CATALOG,MIDEUROPEAN,1
34522,816,9,1911,35,50,0.300,14,74,0.250,28,0,2500,58.800,41.200,0,0,2.500,0.700,30,40,114.290,R34,TARGET,NO,YES,BENTON,COATED,UNCOATED,LINE,YES,WOODHOE70,SPIEGEL,NORTHUS,1
34522,816,2,1911,40,50,0.300,13,74,0.250,25,0,2500,58.800,41.200,2,0,2.500,0.500,30,40,114.290,R15,TARGET,NO,YES,BENTON,COATED,UNCOATED,LINE,YES,WOODHOE70,SPIEGEL,NORTHUS,1
34587,827,2,1911,30,53,0.333,14,85,0.750,30,15,2290,50,35,0,0,2,1.500,33,40,110.700,X420,AMES,NO,YES,BENTON,COATED,COATED,LINE,NO,MOTTER94,TABLOID,CANADIAN,1
34587,827,9,1911,30,53,0.300,15,80,0.750,30,15,2290,50,35,0,0,2.500,1,33,40,110.700,X389,AMES,NO,YES,BENTON,COATED,COATED,LINE,NO,MOTTER94,TABLOID,CANADIAN,1
34756,824,2,1911,30,54,0.333,16.300,80,0.812,30,0,2100,60,40,3,0,2.500,1.200,30,40,114.290,X37,TOYSRUS,NO,NO,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,CANADIAN,1
34756,824,9,1911,30,54,,14.900,72,1.250,30,3.600,2100,60.200,36.100,1.500,0,2.500,1.200,30,40,114.290,X771,TOYSRUS,NO,NO,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,CANADIAN,1
34996,816,9,1910,35,43,0.367,13,75,0.750,,0,2000,62.500,37.500,0,0,2.500,1.100,30,40,100,G465,WOOLWRTH,NO,YES,BENTON,COATED,COATED,LINE,YES,WOODHOE70,TABLOID,,0
25445,821,7,1910,52.500,43,0.267,15,71,0.750,28,7.400,1500,53.200,39.400,0,0,2.500,1,34,40,98.300,X185,TVGUIDE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,MOTTER94,TABLOID,NORTHUS,0
36165,828,2,1910,65,43,0.200,16,78,0.750,30,12,2100,46.300,41.700,0,0,2,1,40,40,100,X199,KMART,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,MOTTER94,TABLOID,NORTHUS,0
36165,828,9,1910,65,42,0.233,17.500,100,1.125,25,17.500,2250,48.500,34,0,0,2.500,1,40,40,100,X251,KMART,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,MOTTER94,TABLOID,NORTHUS,1
36165,828,2,1910,65,42,0.200,17,80,1,22,15,2250,50,35,1,0,2.500,1,40,40,100,X199,KMART,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,MOTTER94,TABLOID,NORTHUS,1
34588,815,9,1910,37.500,43,0.200,16,76,0.938,,0,2180,62.500,37.500,2,0,2.900,1.200,33,40,96.770,G519,AMES,NO,YES,BENTON,COATED,COATED,LINE,YES,WOODHOE70,TABLOID,CANADIAN,0
36059,815,2,,,42,,16.100,73,0.625,30,0,2000,61.900,38.100,0,0,2.800,1,30,,,G459,WARDS,,YES,BENTON,COATED,COATED,LINE,YES,WOODHOE70,TABLOID,CANADIAN,0
34996,816,9,1910,35,43,0.367,13,75,0.750,,0,2000,62.500,37.500,0,0,2.500,1.100,30,40,100,G465,WOOLWORTH,NO,YES,BENTON,COATED,COATED,LINE,YES,WOODHOE70,TABLOID,,0
34996,816,9,1910,35,42,0.300,15.900,78,0.375,32,0,2150,62.500,37.500,0,0,1.700,0.900,30,40,101.670,G3,WOOLWORTH,NO,YES,BENTON,COATED,COATED,LINE,YES,WOODHOE70,TABLOID,,0
34588,815,2,1910,40,43,0.233,15.500,85,0.750,25,4.700,2000,58.100,37.200,0,0,2.500,1,33,40,96.770,G98,AMES,NO,YES,BENTON,COATED,COATED,LINE,NO,WOODHOE70,TABLOID,CANADIAN,0
34588,815,2,1910,40,43,0.267,17.200,78,0.938,,1,2180,58.300,40.700,2,0,2.400,0.800,33,40,96.770,G625,AMES,NO,YES,BENTON,COATED,COATED,LINE,YES,WOODHOE70,TABLOID,CANADIAN,0
25466,821,7,1910,50,43,0.267,17,72,0.625,30,14.300,1600,47.600,38.100,0,0,2.500,1,34,40,96.770,X129,TVGUIDE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,MOTTER94,TABLOID,NORTHUS,0
25477,821,7,1911,50,42,0.200,17,73,0.438,20,18.500,1800,46.300,35.100,2,0,2.500,1,34,40,100,X243,TVGUIDE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,MOTTER94,TABLOID,NORTHUS,0
47106,802,2,1910,40,43,0.200,13.500,76,0.750,52,4.400,1726,55,40.600,0,0,3,1,40,40,96.770,T281,MODMAT,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,ALBERT70,CATALOG,CANADIAN,1
34716,816,9,1910,40,43,0.267,16.400,79,0.312,35,0.500,2400,59.500,40,0.500,0,2.600,1.100,35,40,96.770,G81,HILLS,NO,YES,BENTON,UNCOATED,COATED,LINE,YES,WOODHOE70,TABLOID,NORTHUS,1
34716,816,9,1910,40,51,0.233,15,70,0.250,24,0.500,0,59.500,40,0,0,3,1,35,40,100,G81,HILLS,NO,YES,BENTON,UNCOATED,COATED,LINE,NO,WOODHOE70,TABLOID,NORTHUS,0
34997,815,1,1910,32.500,43,0.200,13,80,0.750,28,0,1500,62.500,37.500,0,0,0,0,30,40,100,G462,WOOLWORTH,NO,YES,BENTON,COATED,COATED,LINE,NO,WOODHOE70,TABLOID,CANADIAN,0
34716,816,2,1910,40,43,0.233,15.600,81,0.500,34,0,2400,62.500,37.500,5,0,,0.900,35,40,96.770,G108,HILLS,NO,YES,BENTON,UNCOATED,COATED,LINE,YES,WOODHOE70,TABLOID,NORTHUS,1
34716,816,7,1910,37.500,43,0.200,15.800,80,0.500,32,0,2400,62.500,37.500,5,0,2.500,0.900,35,40,96.770,G640,HILLS,NO,YES,BENTON,UNCOATED,COATED,LINE,YES,WOODHOE70,TABLOID,NORTHUS,1
34553,827,2,1910,45,42,0.267,14.900,75,1,25,10.500,1660,52.600,36.900,0,0,2.500,1,30,40,101.670,O28,TARGET,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,SPIEGEL,CANADIAN,1
34553,827,9,1910,45,42,0.200,14,80,,20,7.600,,54.300,38.100,0,0,,,30,40,101.670,O21,TARGET,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,SPIEGEL,CANADIAN,1
36166,828,2,1910,45,43,0.200,16,80,0.750,30,3.100,2200,51,45.900,0,0,2.500,1.300,35,40,103.330,X127,KMART,NO,YES,BENTON,UNCOATED,COATED,LINE,NO,MOTTER94,TABLOID,NORTHUS,1
36166,828,9,1910,50,43,0.200,15.500,72,0.750,30,5.100,2200,50.600,44.300,0,0,2.500,1.300,35,40,96.770,X374,KMART,NO,YES,BENTON,UNCOATED,COATED,LINE,NO,MOTTER94,TABLOID,NORTHUS,1
47106,802,7,1910,40,45,0.233,13.600,90,0.750,45,0,1386,62.500,37.500,0,0,3,0.700,40,40,96.770,F601,MODMAT,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,ALBERT70,CATALOG,NORTHUS,0
47106,802,7,1910,40,42,0.200,15,65,0.750,55,0,1650,62.500,37.500,0,0,2.500,1,40,40,96.770,F601,MODMAT,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,ALBERT70,CATALOG,NORTHUS,0
34442,821,7,1910,50,43,0.267,14,74,0.625,20,2.200,1800,56.200,41.600,0,0,3,1,38,40,96.875,X795,BRENDLS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,MOTTER94,TABLOID,NORTHUS,0
34997,815,9,1910,50,47,0.200,16.200,74,0.750,28,10.800,2000,53.400,35.800,0,0,2.500,1.300,30,40,100,G604,WOOLWORTH,NO,YES,BENTON,COATED,COATED,LINE,YES,WOODHOE70,TABLOID,CANADIAN,0
34997,815,2,1910,50,47,0.267,16,92,0.750,35,0,1800,68,32,1,0,2.600,1.200,30,40,100,G5,WOOLWORTH,NO,YES,BENTON,COATED,COATED,LINE,YES,WOODHOE70,TABLOID,CANADIAN,0
34759,816,1,1910,32.500,47,0.267,16.100,88,0.312,28,0,2189,62.500,37.500,0,0,2.400,0.800,30,40,100,W357,TOYSRUS,NO,NO,BENTON,COATED,COATED,LINE,YES,WOODHOE70,SPIEGEL,CANADIAN,1
34759,816,2,1910,32.500,47,0.200,20,79,0.312,29,0,2189,58.100,41.900,5,0,2.500,1.250,30,40,100,W364,TOYSRUS,NO,NO,BENTON,COATED,COATED,LINE,YES,WOODHOE70,SPIEGEL,CANADIAN,1
34781,816,2,1910,70,43,0.300,18.100,78,0.500,28,14.400,2125,48.100,37.500,5,0,3,0.900,33,40,100,G60,JCP,NO,YES,BENTON,UNCOATED,COATED,LINE,YES,WOODHOE70,TABLOID,NORTHUS,1
34781,816,9,1910,70,43,0.233,16,77,0.818,28,15.900,2125,46.500,37.600,3,0,1.750,0.600,33,40,100,G412,JCP,NO,YES,BENTON,UNCOATED,COATED,LINE,YES,WOODHOE70,TABLOID,NORTHUS,1
34759,816,9,1910,40,47,0.200,16.530,78,0.812,24,0,2189,58.800,41.200,0,0,2,0.800,30,40,100,W406,TOYSRUS,NO,NO,BENTON,COATED,COATED,LINE,YES,WOODHOE70,SPIEGEL,CANADIAN,1
34997,815,2,1910,32.500,45,0.233,14,94,0.625,25,0,1800,66.700,33.300,0,0,2.100,1,30,40,100,G628,WOOLWORTH,NO,YES,BENTON,COATED,COATED,LINE,YES,WOODHOE70,TABLOID,CANADIAN,0
34259,815,1,1911,40,47,0.267,15,88,0.500,34,0,1700,62.500,37.500,0,0,0,0,30,40,100,W395,TOYSRUS,NO,NO,BENTON,COATED,COATED,LINE,NO,WOODHOE70,SPIEGEL,CANADIAN,0
47106,802,2,1911,40,46,0.300,15,70,0.750,50,0,1800,53.900,46.100,0,0,2.500,1,40,40,100,T281,MODMAT,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,ALBERT70,CATALOG,NORTHUS,0
47106,802,7,1911,40,50,0.233,14,70,0.750,45,0,1800,60.200,39.800,0,0,2.500,1,40,40,100,F601,MODMAT,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,ALBERT70,CATALOG,NORTHUS,0
25447,821,2,1911,45,41,0.200,15,78,0.750,20,14.600,1800,48.500,36.900,0,0,2.500,1,34,40,100,X760,TVGUIDE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,MOTTER94,TABLOID,NORTHUS,1
34554,827,2,1910,45,42,0.200,14,75,1,20,11.200,1800,51,37.800,8,0,2.500,1,35,40,100,O1,TARGET,NO,YES,BENTON,UNCOATED,COATED,LINE,YES,MOTTER94,SPIEGEL,NORTHUS,1
34554,827,9,1911,45,42,0.333,14,75,1,20,0,1800,58.900,41.100,8,0,3,2,35,40,100,O14,TARGET,NO,YES,BENTON,UNCOATED,COATED,LINE,YES,MOTTER94,SPIEGEL,NORTHUS,1
36167,828,2,1910,45,41,0.333,15.800,78,1,40,0,2300,62.500,37.500,4,0,2.500,1.400,35,40,100,X770,KMART,NO,,BENTON,UNCOATED,COATED,LINE,YES,MOTTER94,TABLOID,SCANDANAVIAN,1
36167,828,9,1910,45,41,0.200,14.600,74,1,32,21,2300,47.600,31.400,4,0,2.500,1.100,35,40,96.770,X766,KMART,NO,,BENTON,UNCOATED,COATED,LINE,YES,MOTTER94,TABLOID,SCANDANAVIAN,1
25450,821,7,1910,45,42,0.400,14.800,72,0.625,20,0,1800,58.800,41.200,0,0,2.500,0.900,34,40,106.250,X001,TVGUIDE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,MOTTER94,TABLOID,NORTHUS,1
36805,815,9,1910,50,42,0.267,16,88,0.750,33,11.500,1650,52.100,36.400,0,0,2.500,1,38,40,106.250,G81,LURIAS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,WOODHOE70,TABLOID,MIDEUROPEAN,1
36805,815,2,1910,50,42,0.300,17,88,0.750,30,0,1600,62.500,27.500,5,0,2.600,1,38,40,106.250,G5,LURIAS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,WOODHOE70,TABLOID,MIDEUROPEAN,0
36805,815,2,1910,50,42,0.233,15,90,1,35,0,1650,55.500,44.500,0,0,2.500,1,38,40,100,G5,LURIAS,YES,YES,BENTON,UNCOATED,COVER,LINE,YES,WOODHOE70,TABLOID,MIDEUROPEAN,0
25450,821,2,,50,42,0.367,15.500,73,0.625,20,3.600,1800,60.200,36.200,0,0,2.500,0.900,34,40,106.250,X019,TVGUIDE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,MOTTER94,TABLOID,NORTHUS,1
38120,815,2,1910,45,43,0.300,20,84,0.625,33,,1200,,,0,0,2.500,0.500,40,40,106.250,T351,AUSTADS,YES,YES,,UNCOATED,COVER,LINE,YES,WOODHOE70,CATALOG,NORTHUS,0
34692,824,2,1910,45,42,0.300,15,70,0.812,40,0,1500,58.800,41.200,3,0,2,1,30,40,100,X304,ECKERDS,NO,YES,BENTON,COATED,UNCOATED,LINE,NO,MOTTER94,TABLOID,CANADIAN,0
35001,816,9,1910,40,42,0.200,12.700,84,0.500,32,0,1750,62.500,37.500,0,0,2.500,0.900,40,40,100,W30,SHEPLERS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,WOODHOE70,SPIEGEL,NORTHUS,1
23048,821,7,1910,40,42,0.333,15.500,64,0.625,20,10.500,1550,52.600,36.900,0,0,2,0.600,40,40,106.250,X220,GUIDEPOSTS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,MOTTER94,TABLOID,,1
23048,821,2,1910,40,42,0.333,16,78,0.625,20,0,1550,62.500,37.500,0,0,2.500,1,40,40,106.250,X809,GUIDEPOSTS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,MOTTER94,TABLOID,,1
27490,802,2,1910,32,42,0.233,16,70,0.625,46,0,1350,60.200,39.800,0,0,3,1,34,40,100,M208,ABBEYPRESS,NO,YES,BENTON,UNCOATED,COATED,LINE,NO,ALBERT70,CATALOG,NORTHUS,1
27490,802,7,1910,32,42,0.233,16,70,0.625,48,0,1350,63.900,36.100,0,0,3,1,34,40,100,F466,ABBEYPRESS,NO,YES,BENTON,UNCOATED,COATED,LINE,NO,ALBERT70,CATALOG,NORTHUS,1
25452,821,7,1910,67.500,50,0.167,16.500,73,0.875,20,18.100,1800,47.600,34.300,0,0,2.500,0.800,34,40,110.710,X295,TVGUIDE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,MOTTER94,TABLOID,NORTHUS,0
38121,815,9,1911,45,60,0.300,16,88,0.750,33,0,1500,56.800,43.200,0,0,2.900,1.100,40,40,103.220,I010,AUSTADS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,WOODHOE70,CATALOG,CANADIAN,0
35001,816,2,1910,42,42,0.267,14.500,78,1,28,0,1800,61.700,38.300,0,0,2.500,2,40,40,100,W785,SHEPLERS,YES,YES,BENTON,UNCOATED,COVER,LINE,NO,WOODHOE70,SPIEGEL,NORTHUS,0
38121,815,2,1910,45,40,0.300,16,89,0.625,22,0,1300,60,40,1,0,2.500,1,40,40,106.450,I349,AUSTADS,YES,YES,BENTON,UNCOATED,COVER,LINE,NO,WOODHOE70,CATALOG,CANADIAN,0
38121,815,2,1910,45,42,0.267,14,89,0.750,26,0,1450,58.800,41.200,1,0,2.500,1,40,40,103.220,I317,AUSTADS,YES,YES,BENTON,UNCOATED,COVER,LINE,NO,WOODHOE70,CATALOG,CANADIAN,0
35525,815,9,1910,40,54,0.300,14.800,87,,29,0,1000,58.800,41.200,0,0,2.900,1,40,40,106.450,F219,DOWNS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,WOODHOE70,CATALOG,NORTHUS,0
38121,815,9,1910,45,42,0.367,16,83,0.625,30,0,1950,58.800,41.200,0,0,2.500,1,40,40,106.450,I331,AUSTADS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,WOODHOE70,CATALOG,CANADIAN,0
34099,802,2,1910,45,41,0.267,13.300,70,0.750,50,0,1700,60.200,39.800,0,0,3,0.800,38,40,117.850,F121,HANOVERHSE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,ALBERT70,CATALOG,NORTHUS,1
34099,802,7,1910,45,41,0.267,13.300,70,0.750,50,0,1700,63.900,36.100,0,0,3,0.700,38,40,117.850,F133,HANOVERHSE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,ALBERT70,CATALOG,NORTHUS,1
35001,816,9,,35,42,0.200,15.500,80,1,26,0,1800,62.500,37.500,3,0,2.500,2,40,40,100,W30,SHEPLERS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,WOODHOE70,SPIEGEL,NORTHUS,1
25452,821,2,1910,65,50,0.200,15.100,75,0.625,20,19,1800,47.600,33.400,0,0,2.700,0.600,34,40,110.710,X837,TVGUIDE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,MOTTER94,TABLOID,NORTHUS,1
25451,821,7,1910,55,40,0.300,15.100,69,0.625,20,19.500,1450,44.200,36.300,0,0,2.500,0.900,34,40,106.450,X819,TVGUIDE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,MOTTER94,TABLOID,NORTHUS,1
48201,815,2,1911,62,52,0.433,15,78,0.750,28,5.900,1400,58.800,35.300,4,0,2.500,0.800,40,40,103.220,B125,MODMAT,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,WOODHOE70,CATALOG,NORTHUS,0
34556,816,2,1910,37.500,42,0.200,16,70,0.375,28,0,2400,58.800,41.200,3,0,3,0.800,30,40,106.450,R32,TARGET,NO,YES,BENTON,COATED,COATED,LINE,YES,WOODHOE70,SPIEGEL,CANADIAN,0
35525,815,2,1910,40,54,0.267,22.200,77,0.625,32,6.250,1000,56.250,37.500,0,0,3,1.200,40,40,106.450,F372,DOWNS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,WOODHOE70,CATALOG,NORTHUS,0
34556,816,9,1910,37.500,40,0.200,14,80,0.250,24,0,2400,58.800,41.200,2,0,2.500,0.800,30,40,106.450,R1,TARGET,NO,YES,BENTON,COATED,COATED,LINE,YES,WOODHOE70,SPIEGEL,CANADIAN,1
34556,816,2,1910,37.500,50,,15.500,95,0.625,26,0,2350,62.500,37.500,1,0,2.600,0.600,30,40,106.450,R3,TARGET,NO,YES,BENTON,COATED,COATED,LINE,YES,WOODHOE70,SPIEGEL,CANADIAN,1
34556,816,2,1910,37.500,41,,15,80,0.500,30,0,2398,58.800,41.200,9,0,2.500,0.700,30,40,106.450,R9,TARGET,NO,YES,BENTON,COATED,COATED,LINE,YES,WOODHOE70,SPIEGEL,CANADIAN,1
34590,827,9,1910,50,40,0.300,15,72,0.750,30,0,2233,58.800,41.200,8,0,1.500,1,33,40,106.450,X342,AMES,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,CANADIAN,1
34590,827,2,1910,50,40,0.233,15,88,0.750,30,0,2233,58.800,41.200,8,0,3,1,33,40,106.450,X242,AMES,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,CANADIAN,1
34693,828,2,,45,41,0.200,16.100,74,1,30,0,1800,62.500,37.500,1,0,2.500,1.200,30,40,106.450,X221,ECKERDS,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,CANADIAN,1
34693,828,9,1910,50,41,0.200,15.700,80,1,43,0,1800,62.500,37.500,1,0,2.500,1.500,30,40,106.450,X108,ECKERDS,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,CANADIAN,1
34694,824,2,1910,30,41,0.333,15.500,74,0.812,30,2.500,1900,58,39.500,4.500,0,1.900,1.300,30,40,114.280,X80,ECKERDS,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,CANADIAN,1
35525,815,2,1910,40,41,0.267,15.500,76,0.750,28,3.600,1750,60.200,36.100,4,0,3,1,40,40,117.850,F482,DOWNS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,WOODHOE70,CATALOG,NORTHUS,1
25502,821,2,1911,52,52,0.267,16,78,0.750,30,14.100,1250,50.500,53.400,0,0,3,0.900,34,40,103.220,X388,TVGUIDE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,MOTTER94,TABLOID,NORTHUS,0
37001,802,7,1911,45,62,0.233,15,76,0.750,50,0,1500,58.800,41.200,0,0,3,1.200,38,40,103.225,I309,CHILDCRAFT,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,ALBERT70,CATALOG,,0
35462,824,2,,40,58,0.200,17,75,0.056,30,0,1900,58.800,41.200,0,0,2.600,1.400,30,40,103.225,X381,ECKERDS,NO,YES,BENTON,COATED,COATED,LINE,NO,MOTTER94,TABLOID,,0
37001,802,7,1910,60,60,0.233,15,80,0.750,56,14.300,1380,47.600,38.100,0,0,3,1,38,40,106.400,I303,CHILDCRAFT,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,ALBERT70,CATALOG,,1
24780,816,9,1911,47.500,65,0.200,14,80,0.500,27,11.500,1725,52.100,36.400,3,0,3,0.900,34,40,103.125,T368,ABBEY,NO,YES,BENTON,UNCOATED,COATED,LINE,YES,WOODHOE70,CATALOG,,1
37371,816,2,1910,40,58,0.200,15.500,84,0.375,25,9,2000,52.800,38.200,5,0,3,1.100,35,40,103.125,Y270,KMART,NO,YES,BENTON,UNCOATED,COATED,LINE,NO,WOODHOE70,TABLOID,,1
37371,816,9,1910,40,58,0.267,15,80,0.188,,3.200,2000,53.800,43,0,0,2.500,1,35,40,103.125,Y228,KMART,NO,YES,BENTON,UNCOATED,COATED,LINE,YES,WOODHOE70,TABLOID,,1
24780,816,2,1911,47.500,65,0.200,15.700,87,0.250,,5.600,1725,55.600,38.900,3,0,3,0.850,34,40,103.125,M254,ABBEY,NO,YES,BENTON,UNCOATED,COATED,LINE,YES,WOODHOE70,CATALOG,,1
88231,816,9,1910,40,62,0.200,13.700,91,0.375,32,5.600,2300,55.600,38.900,2,0,2.500,1,33,40,100,R15,TARGET,NO,YES,BENTON,COATED,COATED,LINE,YES,WOODHOE70,SPIEGEL,,1
88231,816,2,1910,40,62,0.200,14.900,80,0.500,28,3.400,2303,56.800,39.800,2,0,2.500,0.600,33,40,100,R43,TARGET,NO,YES,BENTON,COATED,COATED,LINE,YES,WOODHOE70,SPIEGEL,,1
37182,821,2,1911,45,58,0.200,15,75,0.625,20,10.500,2100,52.600,36.800,0,0,2.500,0.700,33,40,103.125,X742,AMES,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,,1
37182,821,7,1911,45,58,0.200,15,72,0.625,25,10.500,2100,52.600,36.800,5,0,2.500,0.800,33,40,103.125,X823,AMES,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,,1
25530,821,7,1910,42,58,0.233,16,78,0.500,25,0,1800,58.800,41.200,5,0,2.500,1,34,40,103.125,X197,TVGUIDE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,MOTTER94,TABLOID,,1
37970,802,2,1910,27.500,41,0.267,17.580,80,0.750,50,3.400,1490,56.800,39.800,0,0,3,1,35,40,103.125,F25,BESTPROD,NO,YES,BENTON,UNCOATED,COATED,LINE,YES,ALBERT70,CATALOG,,1
37970,802,7,1911,35,41,0.267,16.660,78,0.750,50,7.600,1490,54.300,38,0,0,3,1,35,40,106.700,F169,BESTPROD,NO,YES,BENTON,UNCOATED,COATED,LINE,YES,ALBERT70,CATALOG,,1
37001,802,2,1910,60,60,0.200,15,80,0.750,50,10.400,1380,47.200,42.500,0,0,3,1,38,40,106.500,I325,CHILDCRAFT,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,ALBERT70,CATALOG,,1
24780,802,2,1910,40,60,0.200,15,80,0.625,50,0,1400,58.800,41.200,0,0,3,0.600,34,40,103.100,F629,ABBEY,NO,YES,BENTON,UNCOATED,COATED,LINE,YES,ALBERT70,CATALOG,,1
24780,802,7,1910,,60,0.200,15,80,0.625,50,6.600,1400,54.900,38.500,6,0,3,1.100,34,40,103.100,F321,ABBEY,,YES,BENTON,UNCOATED,COATED,LINE,YES,ALBERT70,CATALOG,,1
35529,802,2,1910,45,58,0.200,17,72,0.750,,3.200,1470,53.800,43,0,0,3,1,34,40,100,R18,SHEPLERS,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,ALBERT70,SPIEGEL,,1
35874,824,2,1910,40,62,0.300,16.100,82,0.812,30,5.700,1800,56.800,37.500,10,0,0.700,0.500,30,40,106.500,X408,TOYSRUS,NO,NO,BENTON,COATED,COATED,LINE,NO,MOTTER94,TABLOID,,1
35874,824,9,1911,40,62,0.233,16.100,78,0.562,25,5.500,1800,55,39.500,0,0,1.600,1.500,30,40,103.230,X264,TOYSRUS,NO,NO,BENTON,COATED,COATED,LINE,NO,MOTTER94,TABLOID,,1
37508,824,9,1910,45,57,0.233,15,88,0.562,30,10.400,1900,52.100,37.500,0,0,2.500,1.800,30,40,100,X201,WARDS,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,,1
37513,824,2,1911,40,59,0.300,16.400,85,0.812,30,0,1900,58.800,41.200,10,0,2,0.800,30,40,96.880,X57,WARDS,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,,1
35761,828,2,1910,35,59,0.200,16.100,82,,28,0,2500,58.800,41.200,0,0,2.500,1.300,30,40,100,X799,ROSES,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,,1
35761,828,9,1910,35,59,0.200,16.100,84,,30,0,2500,55,45,0,0,2.500,1.100,30,40,100,X753,ROSES,NO,YES,BENTON,COATED,COATED,LINE,YES,MOTTER94,TABLOID,,1
37018,816,2,1911,42.500,47,0.200,16.200,78,0.750,30,0,2100,56.200,43.800,0,0,2.500,1.200,33,40,110,W90,GURNEY,NO,YES,BENTON,COATED,COATED,LINE,YES,WOODHOE70,SPIEGEL,,0
39200,815,2,1910,40,68,0.200,14.800,90,1,30,0,1440,58.800,41.200,0,0,2.500,1,40,40,103.130,T365,ADCO,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,WOODHOE70,CATALOG,,0
37371,816,2,1910,40,60,0.200,15,85,1,25,6.900,2100,54,39.100,0,0,2.500,1.200,35,40,103.130,Y270,KMART,NO,YES,BENTON,UNCOATED,COATED,LINE,YES,WOODHOE70,TABLOID,,0
39027,816,2,1911,50,65,,16,80,0.500,28,12.500,1550,50,37.500,0,0,2.500,1.500,34,40,106.450,T117,HANOVERHOUSE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,YES,WOODHOE70,CATALOG,,0
39027,816,9,1910,50,60,0.267,16,78,0.500,28,4.500,1520,53,42,0,0,2.500,1.500,34,40,106.200,T312,HANOVERHOUSE,YES,YES,BENTON,UNCOATED,UNCOATED,LINE,NO,WOODHOE70,CATALOG,,0
37189,815,2,1910,40,63,0.233,15.800,80,0.750,30,10.500,2000,52.600,36.900,0,0,3,1,33,40,109.700,G48,AMES,NO,YES,BENTON,COATED,COATED,LINE,YES,WOODHOE70,TABLOID,,0
