"id","a39","a38","a37","a36","a35","a34","a33","a32","a31","a30","a29","a28","a27","a26","a25","a24","a23","a22","a21","a20","a19","a18","a16","a15","a14","a13","a12","a11","a10","a9","a8","a7","a6","a5","a4","a3","a2","a1","a17","label","degree","betweenness","clustering.coefficient","bonacich","label"
244,"100","96.8","40","40","0.9","3","0","0","32.8","45.4","1400","21.8","60","?","70","16","0.433","56","30","1911","NorthUS","CATALOG","802","Albert70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47104","MODMAT","M332","19900710",3,0,7352,0,0.999605625497717,-3226443597,0.757559737391321
245,"100","100","35","40","0.5","2.5","0","2","41.2","58.8","1700","0","28","0.625","82","14","0.3","56","37.5","1910","NorthUS","CATALOG","815","WoodHoe70","YES","XYLOL","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","36784","MASSEY","T234","19900710",4,0,7312,43.7393264424266,0.999634194973312,3709985130,0.758022739572442
246,"100","96.8","40","40","0.8","2.4","4","0","38.7","53.8","1400","7.5","?","0.75","74","14.6","0.333","56","50","1911","NorthUS","CATALOG","813","Motter70","YES","XYLOL","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47104","MODMAT","M39","19900710",2,0,6442,5.61458491260178,0.999599925303973,-1619164542,0.70285096304543
247,"100","96.8","40","40","0.5","2","0","0","42.9","52.7","1400","4.4","?","0.75","73","13.8","0.5","56","57.5","1911","NorthUS","CATALOG","813","Motter70","YES","XYLOL","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47104","MODMAT","F450","19900710",1,0,7043,29.6644798717976,0.998319361821116,2455378289,0.666727726055718
248,"100","96.8","40","33","0.8","2.5","0","0","38.9","61.1","2100","0","30","0.75","73","14","0.2","55","45","1911","CANADIAN","TABLOID","827","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34583","AMES","X281","19900706",1,1,8391,0,0.99844762554809,-1474697772,0.600606591440966
249,"100","96.8","40","30","0.6","1.5","0","12","41.2","58.8","2150","0","20","0.875","87","14.7","0.2","56","30","1911","CANADIAN","TABLOID","824","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34714","HILLS","X346","19900710",4,0,7714,6.80123987016323,0.999096655238918,339134179,0.747973672364153
250,"100","100","35","30","0.8","2.2","0","12","41.2","58.8","2150","0","32","0.8125","86","15.3","0.333","56","40","1910","CANADIAN","TABLOID","824","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34714","HILLS","X235","19900710",1,0,7718,420.352786202204,0.998424481562436,-2915207762,0.71755043616809
251,"100","96.8","40","40","1","2.5","0","0","37.5","62.5","1250","0","?","0.75","87","15","0.4","56","55","1911","NorthUS","CATALOG","813","Motter70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","YES","47104","MODMAT","B125","19900710",4,0,8181,0,0.999592779472443,2310469111,0.814173822748528
252,"100","96.8","40","40","1","2.5","0","0","37.5","62.5","1250","0","?","0.75","93","15","0.4","56","55","1911","NorthUS","CATALOG","813","Motter70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","YES","47104","MODMAT","T280","19900710",4,0,8173,0,0.999592836566603,-6592144464,0.813582040435314
253,"100","93.75","40","40","1.3","3","0","3","39","50.5","1450","10.5","26","0.625","87","16","0.3","56","60","1911","NorthUS","CATALOG","816","WoodHoe70","NO","XYLOL","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","36644","REI","T8","19900726",1,1,6648,24.2483599837737,0.998354297413091,6119941754,0.685199491933928
254,"100","105.2","35","40","0.7","3","0","0","36.9","41","1600","22.1","50","0.625","103","18","0.3","53","60","1910","NorthUS","CATALOG","802","Albert70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","36644","REI","F257","19900727",1,0,7065,792.129795368899,0.998359103071058,-6198593663,0.686302732628203
255,"100","105.2","35","40","1","3","0","3","37.8","42","1600","20.2","58","0.625","70","14.5","0.367","53","57.5","1910","NorthUS","CATALOG","802","Albert70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","36644","REI","F261","19900726",3,0,6698,70.8786429757163,0.999626754255001,13008120839,0.720532515788773
256,"100","93.75","40","32","1","3","0","2","39.7","56.8","1660","3.5","50","0.75","85","14","0.3","61","62.5","1911","NorthUS","CATALOG","802","Albert70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","35683","USCAV","F264","19900723",3,0,6943,0,0.999606532683938,-15575969079,0.732100966981117
257,"100","105.2","35","32","1","3","0","0","38.1","42.4","1660","19.5","45","0.375","80","14.8","0.367","61","65","1910","NorthUS","CATALOG","802","Albert70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","35683","USCAV","F294","19900723",1,0,6969,858.272285075847,0.998340384171514,21911314573,0.681705351672891
258,"100","93.75","40","30","1.1","2.5","0","?","47.4","52.6","2350","0","29","1","88","14.2","0.267","61","50","1911","CANADIAN","TABLOID","828","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34685","ECKERDS","X232","19900723",1,0,7906,0,0.998418805003316,-4008337431,0.717950003089567
259,"100","105.2","35","30","1","2","0","?","41.2","58.8","2350","0","41","1","72","13","0.333","61","50","1910","CANADIAN","TABLOID","828","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34685","ECKERDS","X750","19900723",4,0,7639,198.105604599759,0.999109198492767,-5421190996,0.749076867674572
260,"100","105.2","35","30","0.8","2.5","0","0","31.7","42.7","2100","25.6","20","0.75","78","14","0.4","61","45","1910","CANADIAN","TABLOID","821","Motter94","NO","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34894","ROSES","X351","19900723",1,0,7743,100.862033484958,0.998488861746813,3196964751,0.715062309293963
261,"100","105.2","35","30","0.8","2.5","0","5","36.6","41.7","2100","21.7","25","0.75","70","13.1","0.333","61","50","1910","CANADIAN","TABLOID","821","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34894","ROSES","X25","19900723",3,0,7466,266.249327615535,0.999245584960278,27750561,0.748666324946377
262,"100","93.3","35","30","0.5","2.5","0","10","41.2","58.8","1900","0","25","1","78","15.5","0.267","54","32.5","1910","CANADIAN","SPIEGEL","827","Motter94","?","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34547","TARGET","O7","19900620",1,0,7370,5.65416346696115,0.998339051915326,-1848864222,0.684011395860103
263,"100","103.2","35","30","0.8","1.4","0","10","41.2","58.8","1900","0","25","1","78","15.5","0.5","54","32.5","1910","CANADIAN","SPIEGEL","827","Motter94","?","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34547","TARGET","O15","19900620",4,0,6958,706.202525363656,0.998542657816055,7032396884,0.688586814423685
264,"100","100","40","30","1.1","2.1","0","0","41.5","58.5","2500","0","35","0.75","72","15","0.2","54","40","1911","CANADIAN","TABLOID","827","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","36066","WARDS","X753","19900719",4,0,8287,87.543697438896,0.999126817970369,3943789756,0.790347156097248
265,"100","100","40","30","0.7","2.5","0","0","38.9","61.1","2500","0","20","0.75","78","15","0.367","54","40","1911","CANADIAN","TABLOID","827","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","36066","WARDS","X823","19900719",1,0,8641,0,0.998430917537502,-14681794816,0.764060193346825
266,"100","111.1","35","33","0.6","1.5","0","0","41.2","58.8","2000","0","20","0.8125","80","15","0.2","54","45","1910","CANADIAN","TABLOID","824","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","36066","WARDS","X60","19900718",4,0,7996,49.160374853143,0.999288501928867,11580077764,0.780402190377248
267,"100","100","35","30","1","2.1","0","0","41.2","58.8","1800","0","30","0.5","75","16","0.167","51","?","1910","?","TABLOID","816","WoodHoe70","NO","LINE","NO","UNCOATED","COATED","GALLATIN","BENTON","YES","KEY","?","34493","WALMART","J40","19900806",4,1,7505,24.2483599837737,0.998333084066405,-25278183010,0.643743064942647
268,"100","111.1","35","33","1","2.5","0","8","44.6","49.5","2300","5.9","?","0.875","88","15.2","0.4","54","40","1910","NorthUS","TABLOID","828","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34896","ROSES","X153","19900730",1,0,7584,227.144908246056,0.99843879895848,17408161822,0.706145024349133
269,"100","111.1","35","33","1.1","3","0","4","47.4","52.6","2300","0","?","0.875","90","14.7","0.333","54","40","1910","NorthUS","TABLOID","828","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34896","ROSES","X272","19900730",4,0,7393,268.519016730662,0.999377485268885,-32195778530,0.752562127318928
270,"100","93.3","35","32","1","3","0","5","33.4","47.6","1500","19","23","0.5","79","16.2","0.367","54","57.5","1910","NorthUS","CATALOG","816","WoodHoe70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","23050","DOWNS","F131","19900730",1,0,7047,920.328976250469,0.998334532543618,23370656511,0.686865232647784
271,"100","105.1","35","40","0.8","3","0","0","36.9","41","1550","22.1","55","0.75","88","16.5","0.333","53","60","1910","NorthUS","CATALOG","802","Albert70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","36644","REI","F76","19900727",1,0,7105,428.0778392621,0.998327760507312,-22933574502,0.678777855486556
272,"100","93.3","35","32","0.5","3","0","0","36.1","51.5","1500","12.4","30","0.5","79","15.8","0.3","54","55","1910","NorthUS","CATALOG","816","WoodHoe70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","23050","DOWNS","F383","19900730",4,0,7261,98.770301628736,0.999747251619266,11614350800,0.7636489665834
273,"100","111.1","35","40","1","3","0","3","37.8","42","1550","20.2","50","0.75","70","14.7","0.3","53","60","1910","NorthUS","CATALOG","802","Albert70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","36644","REI","F374","19900727",3,0,6825,127.476616467306,0.999598911330755,18566694546,0.727753764016088
274,"100","111.1","35","30","1.1","2.5","0","2","35.7","51","2150","13.3","?","1","78","15.2","0.3","53","45","1910","CANADIAN","TABLOID","816","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","36882","WARDS","J15","19900801",1,0,7556,871.833916374313,0.99843350566083,1461399269,0.719611206315055
275,"100","111.1","35","30","0.4","2.5","0","0","38.9","55.6","2150","5.5","?","1","80","14.7","0.267","53","35","1910","CANADIAN","TABLOID","816","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","36882","WARDS","J38","19900811",4,0,7711,24.9136674457828,0.999711244746427,4838118771,0.789609383083443
276,"100","100","35","30","1.3","2.5","0","0","41.2","58.8","1950","0","32","0.5","70","15","0.5","55","35","1910","?","TABLOID","816","WoodHoe70","YES","LINE","NO","UNCOATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34483","WALMART","J60","19900804",1,1,8050,0,0.99838878069579,3738809109,0.617312688704087
277,"100","100","35","30","1.5","2.5","0","0","41.2","58.8","2000","0","35","0.5","70","15","0.233","55","35","1910","?","TABLOID","816","WoodHoe70","NO","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34493","WALMART","J60","19900805",1,1,8006,0,0.998394293333803,1376612579,0.618963985593743
278,"100","100","35","30","0.9","2.5","0","0","43.2","56.8","1900","0","26","0.25","94","17","0.333","54","?","1910","NorthUS","TABLOID","816","WoodHoe70","NO","LINE","NO","UNCOATED","COATED","GALLATIN","BENTON","YES","KEY","?","34493","WALMART","J40","19900811",4,0,7450,0,0.999026720890197,3785493468,0.727312563373161
279,"100","106.7","40","30","1.3","2.5","0","0","39.8","56.8","1900","3.4","34","0.3125","80","14","0.2","54","?","1911","NorthUS","TABLOID","816","WoodHoe70","NO","LINE","NO","UNCOATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34493","WALMART","J45","19900811",1,0,7853,24.2483599837737,0.998396320893638,-20674834932,0.714163862768772
280,"100","96.8","35","33","0.9","2.5","0","4","41.2","58.8","2400","0","?","1","84","15.6","0.2","50","30","1910","CANADIAN","TABLOID","828","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","?","YES","KEY","NO","34585","AMES","X315","19900807",1,0,7473,24.73409832015,0.998360703355829,22723953767,0.691076903710559
281,"100","96.8","35","33","1.4","3","0","2","41.2","58.5","2400","0","?","1","92","15.8","0.333","50","30","1910","CANADIAN","TABLOID","828","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","?","YES","KEY","NO","34585","AMES","X766","19900807",4,0,6972,11.6770659942591,0.99905756856422,-45999037985,0.701935226411375
282,"100","100","45","40","0.8","3","0","0","42.1","52.6","1700","5.3","42","0.75","70","14.5","0.2","50","45","1910","NorthUS","CATALOG","802","Albert70","YES","XYLOL","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","36776","SHEPLERS","W717","19900810",3,0,6950,57.3590884924177,0.999610144286805,3674182413,0.734192019317878
283,"100","100","35","40","0.6","3","0","0","41.2","58.8","1700","0","45","0.75","75","13.5","0.267","50","40","1910","NorthUS","SPIEGEL","802","Albert70","YES","XYLOL","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","36776","SHEPLERS","W516","19900810",1,0,7407,190.680376617744,0.998346847852142,7231900935,0.690497285011502
284,"100","100","35","40","0.9","2.7","0","2","41.8","54.9","1850","3.3","25","0.75","75","16.2","0.2","50","50","1910","NorthUS","TABLOID","821","Motter94","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","25433","TVGUIDE","X35","19900809",3,0,7418,529.239171695296,0.999150237506734,1750828633,0.746478050197087
285,"100","106.9","35","28","0.9","3","0","0","32.6","54.3","1420","13","50","0.75","70","14.8","0.333","54","45","1910","mideuropean","CATALOG","802","Albert70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","38016","DUNNS","F633","19900813",3,0,6740,77.4998248306755,0.999600484060806,-14893756717,0.721595126621693
286,"100","106.9","35","28","0.6","3","0","0","36.1","51.5","1420","12.3","45","0.75","67","14.3","0.233","54","45","1910","mideuropean","CATALOG","802","Albert70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","38016","DUNNS","M200","19900813",1,0,6869,345.342709087293,0.998341072026158,17454764871,0.665712642901998
287,"100","103.3","40","33","1","3","0","0","41.2","58.8","2000","0","30","0.75","90","14","0.267","54","45","1911","CANADIAN","SPIEGEL","815","WoodHoe70","NO","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34549","TARGET","R15","19900812",1,0,8153,24.2483599837737,0.998416872853978,44255660980,0.733055880709806
288,"100","106.9","35","35","0.8","2.3","0","4","40.4","53.2","2000","6.4","25","0.75","68","15.8","0.233","54","30","1910","?","TABLOID","821","Motter94","NO","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34175","MERVYNS","X65","19900812",3,0,6937,436.431613300726,0.99837846208241,-37895740389,0.672961817097434
289,"100","100","35","30","0.9","2.3","0","0","41.2","58.8","2000","0","30","0.8125","70","13.6","0.5","54","30","1910","?","TABLOID","824","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34493","WALMART","X333","19900813",4,0,7971,343.750756305042,0.998356519190973,49477881097,0.726477760046786
290,"100","106.9","35","35","0.9","2.5","0","0","36.9","45","2000","18","25","0.75","71","16.8","0.333","54","30","1910","?","TABLOID","821","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34175","MERVYNS","X282","19900812",1,0,7849,0,0.998362647853939,-48960425546,0.711409036647932
291,"100","106.9","35","30","0.6","1.5","0","0","41.2","58.8","2000","0","30","0.8125","70","14.6","0.167","54","30","1910","?","TABLOID","824","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34493","WALMART","X184","19900813",1,0,7974,0.999548485215719,0.998351553495056,-14652417172,0.717969601378167
292,"100","106.9","35","33","1","3","0","0","39.6","52.1","1875","8.3","26","0.5","90","18","0.167","54","45","1910","CANADIAN","SPIEGEL","816","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34549","TARGET","R22","19900814",4,0,7239,264.586247891077,0.999699705515168,3361885885,0.763586147949718
293,"100","106.9","35","33","0.9","2.75","0","0","40.9","56.8","2000","2.3","33","0.75","100","15","0.367","54","45","1910","CANADIAN","SPIEGEL","815","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34549","TARGET","R23","19900812",4,0,7300,211.636141816345,0.999651400531589,9841003260,0.762931591054249
294,"100","100","35","28","0.9","2.2","0","0","33.3","55.5","1350","11.1","?","0.75","78","15.5","0.3","56","45","1910","?","CATALOG","813","Motter70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","38016","DUNNS","F236","19900819",1,0,7385,0,0.998304993198116,-25599950342,0.682864078191594
295,"100","103.3","40","28","0.5","2.5","0","0","33.3","55.5","1350","11.1","?","0.75","64","16","0.233","56","45","1911","?","CATALOG","813","Motter70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","38016","DUNNS","F38","19900819",2,0,7441,0,0.998843442016478,65977967004,0.715918397161929
296,"100","100","35","40","1","2.8","0","0","34.6","48.1","1600","17.3","30","1","85","14.9","0.333","56","45","1910","?","TABLOID","828","Motter94","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","34154","LAZARUS","X91","19900818",1,0,7591,0,0.99833192759026,-47454198769,0.695322823533179
297,"100","100","35","40","1.2","2.6","6","0","35.5","53.8","1600","10.8","30","1","83","14.7","0.367","56","30","1910","CANADIAN","TABLOID","828","Motter94","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","34154","LAZARUS","X132","19900818",4,0,6758,434.354640656188,0.99923966887289,85046674317,0.71015944059634
298,"100","93.75","40","33","1","3","0","0","33.3","47.6","2400","19","30","1","84","15.3","0.367","57","57.5","1910","CANADIAN","TABLOID","828","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34585","AMES","X377","19900820",1,0,8068,201.795078989387,0.998442045948952,-100820901134,0.733936442643889
299,"100","93.75","40","33","1","2.5","0","0","36.8","52.6","2400","10.5","30","1","78","14.2","?","57","57.5","1910","CANADIAN","TABLOID","828","Motter94","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34585","AMES","X129","19900820",4,0,8159,198.105604599759,0.999150253033232,229664559507,0.786282024902185
300,"100","108.1","30","34","0.9","3","0","0","43.5","54.3","1600","2.2","28","0.75","84","15","0.367","49","47.5","1911","NorthUS","SPIEGEL","815","WoodHoe70","?","XYLOL","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","38061","GALLS","T204","19900830",1,1,6311,0,0.998311103297861,-205061235630,0.706481910596346
301,"100","100","30","34","0.8","2.5","0","3","38.4","50.5","1850","11.1","25","0.625","70","15.2","0.333","51","57.5","1911","NorthUS","TABLOID","821","Motter94","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","25437","TVGUIDE","X197","19900831",3,0,6929,430.018428712891,0.999130042868972,34625651647,0.713477487328402
302,"100","100","30","34","0.6","2.7","0","0","41.2","49","1850","9.8","25","0.75","81","15.6","0.267","51","57.5","1911","NorthUS","TABLOID","821","Motter94","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","25437","TVGUIDE","X138","19900831",1,0,7300,277.091520251709,0.998378529493989,-11305958006,0.688418316879473
303,"100","93.75","45","30","0.7","1.7","0","0","38.8","51","2400","10.2","30","0.8125","80","15.4","0.533","55","40","1910","?","TABLOID","824","Motter94","YES","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","38013","AMES","X727","19900825",1,0,7664,0.999548485215719,0.998378317924247,-134678480030,0.701931757132908
304,"100","93.75","45","30","0.8","2","0","0","41.2","58.8","2400","0","30","0.75","82","16.1","0.3","55","45","1910","?","TABLOID","824","Motter94","YES","LINE","NO","COATED","UNCOATED","GALLATIN","BENTON","YES","KEY","NO","38013","AMES","X60","19900825",4,0,8096,423.019299259439,0.998379144147778,180031169843,0.737382836203271
305,"100","100","30","60","0.8","2.5","0","0","40","50","?","10","?","?","70","15","0.3","54","40","1911","NorthUS","CATALOG","813","Motter70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","34399","COMPETITIVEDGE","F192","19900824",1,0,7437,575.479295166608,0.998334210590772,-81079795685,0.700162989395052
306,"100","93.75","45","60","1","2.5","0","2","38.5","48.1","1500","13.4","?","?","70","15","0.3","54","42.5","1910","NorthUS","CATALOG","813","Motter70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","34399","COMPETITIVEDGE","M254","19900824",2,0,6958,91.2960679005623,0.999786304773531,23892136768,0.746553080794887
307,"100","93.75","45","40","0.8","3","0","4","34.44","57.5","1600","7.9","55","0.625","70","14","0.333","55","52.5","1910","CANADIAN","CATALOG","802","Albert70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","34066","AUSTADS","I353","19900821",3,0,6544,56.0735523859391,0.99962709374886,-57550793802,0.711317735507922
308,"100","93.75","45","40","0.5","3","0","0","40.6","49.5","1600","9.9","55","?","80","14","0.433","55","52.5","1910","CANADIAN","CATALOG","802","Albert70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","34066","AUSTADS","I346","19900821",1,0,7147,715.324200852231,0.998346932804947,157122252330,0.688302760049039
309,"90","93.6","40","30","1","2.5","0","0","34.8","65.2","2200","0","36","1","72","15.2","0.367","72","35","1910","CANADIAN","SPIEGEL","815","WoodHoe70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34551","TARGET","R6","19900921",1,1,7593,24.2483599837737,0.998434990532975,-221857210807,0.634953751640624
310,"90","93.75","40","30","1","2.5","0","0","34.8","65.2","2350","0","33","1","70","15","0.267","56","35","1910","CANADIAN","SPIEGEL","815","WoodHoe70","NO","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34551","TARGET","R6","19900921",1,1,7559,24.2483599837737,0.998430405608226,497053007097,0.636711024150401
311,"?","?","?","30","1.5","2.5","0","0","41.2","58.8","1673","0","32","0.5","72","16","?","46","?","?","CANADIAN","TABLOID","816","WoodHoe70","NO","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KeY","NO","34749","COLORTILE","G657","19900920",1,1,6415,24.2483599837737,0.998428428269203,-708769770377,0.693644408408688
312,"90","100","40","30","1","2.8","0","0","34.8","65.2","1850","0","28","0.75","73","15.5","0.2","60","40","1910","CANADIAN","SPIEGEL","815","WoodHoe70","NO","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34551","TARGET","R7","19900913",1,1,7609,24.2483599837737,0.998449253654556,303481160962,0.633576325095001
313,"100","100","40","40","1","2.5","0","2","38.5","45.8","1650","15.6","45","0.75","70","14.5","0.233","50","60","1911","NorthUS","CATALOG","802","Albert70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47103","MODMAT","F126","19900909",3,0,7431,0,0.99960004480701,-372574147539,0.762324741940116
314,"100","103.3","40","40","1.3","3","0","5","38.1","51.5","1700","10.3","32","0.375","88","14.9","0.267","50","60","1910","NorthUS","CATALOG","816","WoodHoe70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47105","MODMAT","F159","19900909",1,0,7266,24.2483599837737,0.998358941204287,658693786474,0.68002913540262
315,"100","103.3","40","40","1","2.5","0","0","33.3","47.6","1650","19","40","0.75","60","14.5","0.3","50","60","1910","NorthUS","CATALOG","802","Albert70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47103","MODMAT","F337","19900909",1,0,7934,24.2483599837737,0.998353765504185,-850934819128,0.716346105554345
316,"100","103.3","40","40","0.6","2.5","0","2","36.8","52.6","1700","10.5","28","0.25","86","15","0.267","50","65","1910","NorthUS","CATALOG","816","WoodHoe70","NO","LINE","NO","UNCOATED","UNCOATED","GALLATIN","UDDEHOLM","YES","KEY","YES","47105","MODMAT","F679","19900909",4,0,6969,0.975024440387283,0.999603190826734,546858882076,0.733491704613221
317,"100","106.25","35","40","0.5","2.5","0","0","35.3","50.5","1600","14.1","?","?","70","13","0.367","47","55","1911","NorthUS","CATALOG","813","Motter70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47105","MODMAT","M103","19900910",2,0,7060,471.621031761859,0.999612595661917,56744210448,0.75190850506299
318,"100","106.25","35","40","0.8","2.8","0","0","41.2","58.8","1600","0","?","?","68","12","0.367","47","65","1911","NorthUS","CATALOG","813","Motter70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47105","MODMAT","M309","19900910",1,0,7417,1140.44238437686,0.998311305597655,-75204597371,0.710941616654927
319,"100","106.25","35","40","1","2.5","0","0","37.5","62.5","1600","0","?","?","74","15.5","0.233","47","55","1911","NorthUS","CATALOG","813","Motter70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","YES","47105","MODMAT","T284","19900910",4,0,7696,387.739159546611,0.999580182890239,55375454165,0.789867937464831
320,"100","90.3","40","40","0.7","2.5","0","0","37.5","62.5","1600","0","?","?","71","14","0.2","47","55","1910","NorthUS","CATALOG","813","Motter70","YES","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","YES","47105","MODMAT","T333","19900910",4,0,8080,16.7870577605992,0.999604052584029,-456019930101,0.80806206415985
321,"100","103.3","40","40","0.7","2.9","0","0","34.6","49.5","1900","15.8","38","0.25","80","14.5","0.267","60","65","1910","NorthUS","CATALOG","816","WoodHoe70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47105","MODMAT","F679","19900915",4,0,7643,4.90188183516501,0.999617229869909,70937973511,0.777760555371074
322,"100","103.3","40","40","1.1","2.6","0","5","38.1","51.5","1900","10.3","30","0.375","76","14","0.267","60","60","1910","NorthUS","CATALOG","816","WoodHoe70","YES","LINE","NO","UNCOATED","UNCOATED","GALLATIN","BENTON","YES","KEY","YES","47105","MODMAT","F159","19900915",1,0,7559,24.2483599837737,0.998369536271375,-454663327876,0.696204267981689
323,"90","93.75","40","30","0.9","2.5","0","1","34.8","65.2","2150","0","30","0.625","82","14","0.267","49","40","1910","CANADIAN","SPIEGEL","815","WoodHoe70","NO","LINE","NO","COATED","COATED","GALLATIN","BENTON","YES","KEY","NO","34551","TARGET","R6","19900924",1,1,7257,24.2483599837737,0.998448430445123,357957579162,0.649919275508688
