"a2","a3","a4","a5","a6","a7","a8","a9","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a31","a32","a33","a34","a35","a36","a37","a38","a39","label","degree","betweenness","clustering.coefficient","bonacich","weight"
"F294","USCAV",35683,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,2,"CATALOG","NORTHUS",1910,65,61,0.367,14.8,80,0.375,45,19.5,1660,42.4,38.1,0,0,3,1,32,35,105.2,100,0,8461,0,1,-966143621491,0.658802695633617
"X232","ECKERDS",34685,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,2,"TABLOID","CANADIAN",1911,50,61,0.267,14.2,88,1,29,0,2350,52.6,47.4,NA,0,2.5,1.1,30,40,93.75,100,0,9914,9,1,-438641683027,0.754941222175993
"X750","ECKERDS",34685,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,10,"TABLOID","CANADIAN",1910,50,61,0.333,13,72,1,41,0,2350,58.8,41.2,NA,0,2,1,30,35,105.2,100,0,9018,2,1,766288384539,0.696422376366497
"X351","ROSES",34894,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",821,2,"TABLOID","CANADIAN",1910,45,61,0.4,14,78,0.75,20,25.6,2100,42.7,31.7,0,0,2.5,0.8,30,35,105.2,100,0,9443,3,1,-505264121714,0.72966984278798
"X25","ROSES",34894,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",821,7,"TABLOID","CANADIAN",1910,50,61,0.333,13.1,70,0.75,25,21.7,2100,41.7,36.6,5,0,2.5,0.8,30,35,105.2,100,0,9308,1,1,-29392605901,0.72353333626911
"O7","TARGET",34547,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE",NA,"MOTTER94",827,2,"SPIEGEL","CANADIAN",1910,32.5,54,0.267,15.5,78,1,25,0,1900,58.8,41.2,10,0,2.5,0.5,30,35,93.3,100,0,9322,0,1,-32966667334,0.727628672381696
"O15","TARGET",34547,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE",NA,"MOTTER94",827,9,"SPIEGEL","CANADIAN",1910,32.5,54,0.5,15.5,78,1,25,0,1900,58.8,41.2,10,0,1.4,0.8,30,35,103.2,100,0,8597,0,1,-27520013616,0.668795133125278
"X753","WARDS",36066,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",827,9,"TABLOID","CANADIAN",1911,40,54,0.2,15,72,0.75,35,0,2500,58.5,41.5,0,0,2.1,1.1,30,40,100,100,0,10854,39.5,1,-145127288052,0.749677048062735
"X823","WARDS",36066,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",827,2,"TABLOID","CANADIAN",1911,40,54,0.367,15,78,0.75,20,0,2500,61.1,38.9,0,0,2.5,0.7,30,40,100,100,0,10345,0,1,764704847159,0.83074765571611
"X60","WARDS",36066,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,9,"TABLOID","CANADIAN",1910,45,54,0.2,15,80,0.8125,20,0,2000,58.8,41.2,0,0,1.5,0.6,33,35,111.1,100,0,9368,0,1,-1544483534840,0.731712734221152
"J40","WALMART",34493,NA,"KEY","YES","BENTON","GALLATIN","COATED","UNCOATED","NO","LINE","NO","WOODHOE70",816,9,"TABLOID",NA,1910,NA,51,0.167,16,75,0.5,30,0,1800,58.8,41.2,0,0,2.1,1,30,35,100,100,1,9683,0,1,2574339421589,0.593164876416791
"X153","ROSES",34896,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,2,"TABLOID","NORTHUS",1910,40,54,0.4,15.2,88,0.875,NA,5.9,2300,49.5,44.6,8,0,2.5,1,33,35,111.1,100,0,9020,0,1,-1163347778297,0.701908075289814
"X272","ROSES",34896,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,9,"TABLOID","NORTHUS",1910,40,54,0.333,14.7,90,0.875,NA,0,2300,52.6,47.4,4,0,3,1.1,33,35,111.1,100,0,8559,0,1,2418916854945,0.665972741889383
"F131","DOWNS",23050,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,2,"CATALOG","NORTHUS",1910,57.5,54,0.367,16.2,79,0.5,23,19,1500,47.6,33.4,5,0,3,1,32,35,93.3,100,0,8870,1,1,-2346677554165,0.687216318375021
"F76","REI",36644,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,2,"CATALOG","NORTHUS",1910,60,53,0.333,16.5,88,0.75,55,22.1,1550,41,36.9,0,0,3,0.8,40,35,105.1,100,0,8302,0,1,3187382265010,0.647492469865101
"F383","DOWNS",23050,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,9,"CATALOG","NORTHUS",1910,55,54,0.3,15.8,79,0.5,30,12.4,1500,51.5,36.1,0,0,3,0.5,32,35,93.3,100,0,9477,1,1,-3316973891983,0.738593680481902
"F374","REI",36644,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,7,"CATALOG","NORTHUS",1910,60,53,0.3,14.7,70,0.75,50,20.2,1550,42,37.8,3,0,3,1,40,35,111.1,100,0,8340,0,1,609988739830,0.650160081976062
"J15","WARDS",36882,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",816,2,"TABLOID","CANADIAN",1910,45,53,0.3,15.2,78,1,NA,13.3,2150,51,35.7,2,0,2.5,1.1,30,35,111.1,100,0,9438,0,1,972563455543,0.738016334816596
"J38","WARDS",36882,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",816,9,"TABLOID","CANADIAN",1910,35,53,0.267,14.7,80,1,NA,5.5,2150,55.6,38.9,0,0,2.5,0.4,30,35,111.1,100,0,9298,0,1,-1693606153649,0.725515903251447
"J60","WALMART",34483,"NO","KEY","YES","BENTON","GALLATIN","COATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,2,"TABLOID",NA,1910,35,55,0.5,15,70,0.5,32,0,1950,58.8,41.2,0,0,2.5,1.3,30,35,100,100,1,10049,38,1,-82307165915,0.64934245427585
"J60","WALMART",34493,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","WOODHOE70",816,2,"TABLOID",NA,1910,35,55,0.233,15,70,0.5,35,0,2000,58.8,41.2,0,0,2.5,1.5,30,35,100,100,1,10194,11.5,1,-919421072762,0.585317440282359
"J40","WALMART",34493,NA,"KEY","YES","BENTON","GALLATIN","COATED","UNCOATED","NO","LINE","NO","WOODHOE70",816,9,"TABLOID","NORTHUS",1910,NA,54,0.333,17,94,0.25,26,0,1900,56.8,43.2,0,0,2.5,0.9,30,35,100,100,0,9195,0,1,1360318224017,0.716586207412542
"J45","WALMART",34493,"NO","KEY","YES","BENTON","GALLATIN","COATED","UNCOATED","NO","LINE","NO","WOODHOE70",816,2,"TABLOID","NORTHUS",1911,NA,54,0.2,14,80,0.3125,34,3.4,1900,56.8,39.8,0,0,2.5,1.3,30,40,106.7,100,0,9902,1,1,524484143651,0.779391231404589
"X315","AMES",34585,"NO","KEY","YES",NA,"GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,2,"TABLOID","CANADIAN",1910,30,50,0.2,15.6,84,1,NA,0,2400,58.8,41.2,4,0,2.5,0.9,33,35,96.8,100,0,9027,0,1,-1980643223733,0.702483645830295
"X766","AMES",34585,"NO","KEY","YES",NA,"GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,9,"TABLOID","CANADIAN",1910,30,50,0.333,15.8,92,1,NA,0,2400,58.5,41.2,2,0,3,1.4,33,35,96.8,100,0,8148,0,1,3261256653581,0.636902074669098
"W717","SHEPLERS",36776,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","XYLOL","YES","ALBERT70",802,7,"CATALOG","NORTHUS",1910,45,50,0.2,14.5,70,0.75,42,5.3,1700,52.6,42.1,0,0,3,0.8,40,45,100,100,0,8833,0,1,-786117700791,0.68687378785682
"W516","SHEPLERS",36776,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","XYLOL","YES","ALBERT70",802,2,"SPIEGEL","NORTHUS",1910,40,50,0.267,13.5,75,0.75,45,0,1700,58.8,41.2,0,0,3,0.6,40,35,100,100,0,9151,1,1,-214187946480,0.710082445843216
"X35","TVGUIDE",25433,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER94",821,7,"TABLOID","NORTHUS",1910,50,50,0.2,16.2,75,0.75,25,3.3,1850,54.9,41.8,2,0,2.7,0.9,40,35,100,100,0,10038,12.5,1,-631289589007,0.755867147096383
"F633","DUNNS",38016,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,7,"CATALOG","MIDEUROPEAN",1910,45,54,0.333,14.8,70,0.75,50,13,1420,54.3,32.6,0,0,3,0.9,28,35,106.9,100,0,8387,0,1,475580771435,0.653490058754259
"M200","DUNNS",38016,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,2,"CATALOG","MIDEUROPEAN",1910,45,54,0.233,14.3,67,0.75,45,12.3,1420,51.5,36.1,0,0,3,0.6,28,35,106.9,100,0,8711,1,1,2003186032491,0.6749185582334
"R15","TARGET",34549,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","WOODHOE70",815,2,"SPIEGEL","CANADIAN",1911,45,54,0.267,14,90,0.75,30,0,2000,58.8,41.2,0,0,3,1,33,40,103.3,100,0,10117,4.5,1,-4946742273034,0.789730245758474
"X65","MERVYNS",34175,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID",NA,1910,30,54,0.233,15.8,68,0.75,25,6.4,2000,53.2,40.4,4,0,2.3,0.8,35,35,106.9,100,0,9155,0,1,5132199442380,0.713177340606391
"X333","WALMART",34493,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,9,"TABLOID",NA,1910,30,54,0.5,13.6,70,0.8125,30,0,2000,58.8,41.2,0,0,2.3,0.9,30,35,100,100,0,9470,0,1,-6449074154452,0.740934297350739
"X282","MERVYNS",34175,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",821,2,"TABLOID",NA,1910,30,54,0.333,16.8,71,0.75,25,18,2000,45,36.9,0,0,2.5,0.9,35,35,106.9,100,0,9540,0,1,6750922654539,0.747398485852723
"X184","WALMART",34493,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID",NA,1910,30,54,0.167,14.6,70,0.8125,30,0,2000,58.8,41.2,0,0,1.5,0.6,30,35,106.9,100,0,9439,1,1,-2155553160841,0.735152947684294
"R22","TARGET",34549,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",816,9,"SPIEGEL","CANADIAN",1910,45,54,0.167,18,90,0.5,26,8.3,1875,52.1,39.6,0,0,3,1,33,35,106.9,100,0,9578,0,1,3248008970216,0.750955076055293
"R23","TARGET",34549,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,9,"SPIEGEL","CANADIAN",1910,45,54,0.367,15,100,0.75,33,2.3,2000,56.8,40.9,0,0,2.75,0.9,33,35,106.9,100,0,9467,1,1,-4762677088724,0.737685105733291
"F236","DUNNS",38016,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,1,"CATALOG",NA,1910,45,56,0.3,15.5,78,0.75,NA,11.1,1350,55.5,33.3,0,0,2.2,0.9,28,35,100,100,0,9573,1,1,3402319077529,0.747431235365935
"F38","DUNNS",38016,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,5,"CATALOG",NA,1911,45,56,0.233,16,64,0.75,NA,11.1,1350,55.5,33.3,0,0,2.5,0.5,28,40,103.3,100,0,9338,0,1,-7342986658704,0.729044034630873
"X91","LAZARUS",34154,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",828,2,"TABLOID",NA,1910,45,56,0.333,14.9,85,1,30,17.3,1600,48.1,34.6,0,0,2.8,1,40,35,100,100,0,9413,7,1,4052276602092,0.71568489043724
"X132","LAZARUS",34154,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",828,10,"TABLOID","CANADIAN",1910,30,56,0.367,14.7,83,1,30,10.8,1600,53.8,35.5,0,6,2.6,1.2,40,35,100,100,0,8935,0,1,-5073653142683,0.694993524311107
"X377","AMES",34585,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,2,"TABLOID","CANADIAN",1910,57.5,57,0.367,15.3,84,1,30,19,2400,47.6,33.3,0,0,3,1,33,40,93.75,100,0,9586,4,1,14016676679985,0.739600688497352
"X129","AMES",34585,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,10,"TABLOID","CANADIAN",1910,57.5,57,NA,14.2,78,1,30,10.5,2400,52.6,36.8,0,0,2.5,1,33,40,93.75,100,0,9772,8,1,-29660904503260,0.744689486528847
"T204","GALLS",38061,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","XYLOL",NA,"WOODHOE70",815,1,"SPIEGEL","NORTHUS",1911,47.5,49,0.367,15,84,0.75,28,2.2,1600,54.3,43.5,0,0,3,0.9,34,30,108.1,100,1,8238,0,1,19274053378072,0.692085563552062
"X197","TVGUIDE",25437,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID","NORTHUS",1911,57.5,51,0.333,15.2,70,0.625,25,11.1,1850,50.5,38.4,3,0,2.5,0.8,34,30,100,100,0,9493,1,1,-5207577680633,0.740052064528453
"X138","TVGUIDE",25437,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,2,"TABLOID","NORTHUS",1911,57.5,51,0.267,15.6,81,0.75,25,9.8,1850,49,41.2,0,0,2.7,0.6,34,30,100,100,0,10121,3,1,11692832627144,0.79527821082533
"X727","AMES",38013,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID",NA,1910,40,55,0.533,15.4,80,0.8125,30,10.2,2400,51,38.8,0,0,1.7,0.7,30,45,93.75,100,0,9216,0,1,14423729480587,0.718388940532023
"X60","AMES",38013,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER94",824,9,"TABLOID",NA,1910,45,55,0.3,16.1,82,0.75,30,0,2400,58.8,41.2,0,0,2,0.8,30,45,93.75,100,0,10304,2.5,1,-25496354809471,0.816871406156395
"F192","COMPETITIVEDGE",34399,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,1,"CATALOG","NORTHUS",1911,40,54,0.3,15,70,NA,NA,10,NA,50,40,0,0,2.5,0.8,60,30,100,100,0,9048,0,1,6541346331455,0.704216035091237
"M254","COMPETITIVEDGE",34399,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,5,"CATALOG","NORTHUS",1910,42.5,54,0.3,15,70,NA,NA,13.4,1500,48.1,38.5,2,0,2.5,1,60,45,93.75,100,0,8483,0,1,6297002961510,0.66039882615105
"I353","AUSTADS",34066,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,7,"CATALOG","CANADIAN",1910,52.5,55,0.333,14,70,0.625,55,7.9,1600,57.5,34.44,4,0,3,0.8,40,45,93.75,100,0,8052,0,1,-16543787008953,0.630473791568375
"I346","AUSTADS",34066,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","ALBERT70",802,2,"CATALOG","CANADIAN",1910,52.5,55,0.433,14,80,NA,55,9.9,1600,49.5,40.6,0,0,3,0.5,40,45,93.75,100,0,8300,0,1,21738992033102,0.64735267548093
"R6","TARGET",34551,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,1,"SPIEGEL","CANADIAN",1910,35,72,0.367,15.2,72,1,36,0,2200,65.2,34.8,0,0,2.5,1,30,40,93.6,90,1,9395,0,1,-2408540941123,0.610558054340705
"R6","TARGET",34551,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","WOODHOE70",815,1,"SPIEGEL","CANADIAN",1910,35,56,0.267,15,70,1,33,0,2350,65.2,34.8,0,0,2.5,1,30,40,93.75,90,1,9606,0,1,15482394957638,0.597717335636972
"G657","COLORTILE",34749,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","WOODHOE70",816,2,"TABLOID","CANADIAN",NA,NA,46,NA,16,72,0.5,32,0,1673,58.8,41.2,0,0,2.5,1.5,30,NA,NA,NA,1,8473,0,1,-20428454393073,0.673810885463626
"R7","TARGET",34551,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","WOODHOE70",815,1,"SPIEGEL","CANADIAN",1910,40,60,0.2,15.5,73,0.75,28,0,1850,65.2,34.8,0,0,2.8,1,30,40,100,90,1,10093,1,1,10714507220048,0.571821358270482
"F126","MODMAT",47103,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,7,"CATALOG","NORTHUS",1911,60,50,0.233,14.5,70,0.75,45,15.6,1650,45.8,38.5,2,0,2.5,1,40,40,100,100,0,9346,0,1,-28261724318312,0.729753782606936
"F159","MODMAT",47105,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","WOODHOE70",816,2,"CATALOG","NORTHUS",1910,60,50,0.267,14.9,88,0.375,32,10.3,1700,51.5,38.1,5,0,3,1.3,40,40,103.3,100,0,9611,2,1,13601436262566,0.747930115928936
"F337","MODMAT",47103,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,2,"CATALOG","NORTHUS",1910,60,50,0.3,14.5,60,0.75,40,19,1650,47.6,33.3,0,0,2.5,1,40,40,103.3,100,0,9795,5,1,-155123215130,0.756044714318577
"F679","MODMAT",47105,"YES","KEY","YES","UDDEHOLM","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","WOODHOE70",816,9,"CATALOG","NORTHUS",1910,65,50,0.267,15,86,0.25,28,10.5,1700,52.6,36.8,2,0,2.5,0.6,40,40,103.3,100,0,9407,0,1,-1240295404340,0.735211392358192
"M103","MODMAT",47105,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,5,"CATALOG","NORTHUS",1911,55,47,0.367,13,70,NA,NA,14.1,1600,50.5,35.3,0,0,2.5,0.5,40,35,106.25,100,0,8555,0,1,-4367567875170,0.665677033205073
"M309","MODMAT",47105,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,1,"CATALOG","NORTHUS",1911,65,47,0.367,12,68,NA,NA,0,1600,58.8,41.2,0,0,2.8,0.8,40,35,106.25,100,0,8850,0,1,7795476863077,0.688213875953916
"T284","MODMAT",47105,"YES","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER70",813,10,"CATALOG","NORTHUS",1911,55,47,0.233,15.5,74,NA,NA,0,1600,62.5,37.5,0,0,2.5,1,40,35,106.25,100,0,9287,4,1,11467694326162,0.713296631994727
"T333","MODMAT",47105,"YES","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER70",813,9,"CATALOG","NORTHUS",1910,55,47,0.2,14,71,NA,NA,0,1600,62.5,37.5,0,0,2.5,0.7,40,40,90.3,100,0,9519,2,1,-20146246840825,0.739445366906056
"F679","MODMAT",47105,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,9,"CATALOG","NORTHUS",1910,65,60,0.267,14.5,80,0.25,38,15.8,1900,49.5,34.6,0,0,2.9,0.7,40,40,103.3,100,0,9981,7,1,4028046428303,0.767727792645772
"F159","MODMAT",47105,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,2,"CATALOG","NORTHUS",1910,60,60,0.267,14,76,0.375,30,10.3,1900,51.5,38.1,5,0,2.6,1.1,40,40,103.3,100,0,10288,9,1,-4521699862199,0.792242791059707
"R6","TARGET",34551,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","WOODHOE70",815,1,"SPIEGEL","CANADIAN",1910,40,49,0.267,14,82,0.625,30,0,2150,65.2,34.8,1,0,2.5,0.9,30,40,93.75,90,1,9423,1,1,6743782711960,0.610847156257857
"G55","KMART",36197,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","NO","WOODHOE70",815,1,"TABLOID","NORTHUS",1910,55,50,0.133,14,80,0.625,32,8,2000,60,32,0,0,2.5,0.9,35,40,93.55,90,1,9607,3,1,-7343843159439,0.603549363361987
"G55","KMART",36197,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","WOODHOE70",815,1,"TABLOID","NORTHUS",1910,55,48,0.367,14.5,76,0.5,30,8,2000,60,32,0,0,2.5,1,35,40,93.55,90,1,9692,1.5,1,26924101756456,0.595519484008044
"X753","TVGUIDE",25441,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID","NORTHUS",1910,55,50,0.267,17,89,1,22,10.4,1650,52.1,37.5,0.75,0,2.5,1.1,34,40,93.55,90,1,8829,0,1,-40596132603286,0.647894388484543
"G150","KMART",36197,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,2,"TABLOID","MIDEUROPEAN",1911,55,50,0.2,17,78,0.25,32,9.7,1900,52.2,38.1,0,0,3,0.9,35,40,96.97,90,1,9806,18.5,1,14151411874612,0.622795914163624
"X271","TOYSRUS",34754,"NO","KEY","NO","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID","CANADIAN",1910,42.5,48,0.2,16,70,0.8125,35,0,2050,66.7,33.3,2,0,1.7,1,30,40,93.55,90,0,9059,2,1,11477598951695,0.699754231937426
"X251","TOYSRUS",34754,"NO","KEY","NO","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",824,9,"TABLOID","CANADIAN",1910,42.5,48,0.2,15,76,0.875,30,3.6,2050,60.2,36.2,0,0,2.5,1,30,40,93.55,90,0,9040,0,1,12134886717716,0.703555070712869
"X326","WALMART",36578,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",827,9,"TABLOID","MIDEUROPEAN",1911,35,48,0.233,14.5,76,0.75,20,0,2225,62.5,37.5,4,0,2.7,1.2,33,40,106.25,90,0,9269,0,1,12063061860225,0.722979286538191
"X206","WALMART",36578,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",827,2,"TABLOID","MIDEUROPEAN",1911,35,48,0.3,14.5,74,0.75,20,0,2225,62.5,37.5,4,0,2,1.2,33,40,106.25,90,0,9393,0,1,-54979775771399,0.733951620919568
"R9","TARGET",34551,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,9,"SPIEGEL","CANADIAN",1910,30,48,0.233,15,88,0.75,35,7.7,NA,57.7,34.6,0,0,2.8,0.8,30,40,100,90,0,9697,0,1,29813766819315,0.762315106757687
"X820","TVGUIDE",25440,"YES","KEY","YES",NA,"GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,2,"TABLOID","NORTHUS",1911,47.5,49,0.433,14.5,88,0.625,25,34.5,2000,43.5,22,0,0,2.5,0.7,40,40,96.97,90,0,9067,0,1,-8052963883462,0.705790813938376
"F337","MODMAT",47105,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,1,"CATALOG","NORTHUS",1911,60,48,0.367,14,76,1,NA,5.6,1600,55.6,38.8,0,0,2.5,0.7,40,40,96.97,90,0,8858,0,1,7980380373398,0.688846316656569
"F126","MODMAT",47105,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,5,"CATALOG","NORTHUS",1911,60,48,0.4,16,72,1,NA,15.2,1600,44.6,40.2,0,4,2.1,0.7,40,40,96.97,90,0,8702,0,1,-10245635984092,0.676719695348447
"G71","KMART",36197,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","WOODHOE70",816,9,"TABLOID","NORTHUS",1911,47.5,52,0.3,15.2,76,0.75,30,17.5,1700,48.7,33.8,0,0,2.5,0.8,35,40,114.3,100,1,10258,8.5,1,-14591879796395,0.576209413689765
"M74","CASLIVING",38059,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","ALBERT70",802,7,"CATALOG","NORTHUS",1911,42.5,52,0.333,16.8,80,0.625,40,0,1700,54.3,45.7,3,0,3,1,34,40,107.4,100,0,9068,0,1,46368603906208,0.705873892158002
"G67","KMART",36197,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",815,9,"TABLOID","MIDEUROPEAN",1911,47.5,53,0.3,15,72,0.75,25,22,1500,45.9,32.1,0,0,2.5,0.8,35,40,114.3,100,1,10193,11,1,-51955606071945,0.584443269495387
"G84","KMART",36197,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",815,2,"TABLOID","MIDEUROPEAN",1911,47.5,58,0.333,14,85,0.75,28,16.5,1800,48.5,35,0,0,2.5,0.5,35,40,114.3,100,1,10151,55,1,79346807620467,0.682838747961444
"G150","KMART",36197,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,2,"TABLOID","MIDEUROPEAN",1910,55,48,0.233,18,76,0.25,24,10,1600,60,30,0,0,3,0.9,35,40,93.55,90,1,9395,1,1,-146785696961122,0.612594376505009
"X828","BRENDLS",38218,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",821,7,"TABLOID","CANADIAN",1911,30,52,0.333,16.5,80,0.625,40,0,1800,58.1,41.9,1,0,2.5,0.4,35,40,107.4,100,1,9558,0,1,144552288065212,0.600590760173942
