"a2","a3","a4","a5","a6","a7","a8","a9","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a31","a32","a33","a34","a35","a36","a37","a38","a39","label","degree","betweenness","clustering.coefficient","bonacich","weight"
"F294","USCAV",35683,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,2,"CATALOG","NORTHUS",1910,65,61,0.367,14.8,80,0.375,45,19.5,1660,42.4,38.1,0,0,3,1,32,35,105.2,100,0,7952,0,1,85404706493,0.683606246213632
"X232","ECKERDS",34685,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,2,"TABLOID","CANADIAN",1911,50,61,0.267,14.2,88,1,29,0,2350,52.6,47.4,NA,0,2.5,1.1,30,40,93.75,100,0,8798,3,1,51404639199,0.760750113471598
"X750","ECKERDS",34685,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,10,"TABLOID","CANADIAN",1910,50,61,0.333,13,72,1,41,0,2350,58.8,41.2,NA,0,2,1,30,35,105.2,100,0,8136,0,1,-64243222468,0.700355522407331
"X351","ROSES",34894,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",821,2,"TABLOID","CANADIAN",1910,45,61,0.4,14,78,0.75,20,25.6,2100,42.7,31.7,0,0,2.5,0.8,30,35,105.2,100,0,8685,9.5,1,52841987609,0.733628394812223
"X25","ROSES",34894,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",821,7,"TABLOID","CANADIAN",1910,50,61,0.333,13.1,70,0.75,25,21.7,2100,41.7,36.6,5,0,2.5,0.8,30,35,105.2,100,0,8285,2.5,1,-8872907580,0.709248035820858
"O7","TARGET",34547,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE",NA,"MOTTER94",827,2,"SPIEGEL","CANADIAN",1910,32.5,54,0.267,15.5,78,1,25,0,1900,58.8,41.2,10,0,2.5,0.5,30,35,93.3,100,0,8408,1,1,772536114,0.724479425908493
"O15","TARGET",34547,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE",NA,"MOTTER94",827,9,"SPIEGEL","CANADIAN",1910,32.5,54,0.5,15.5,78,1,25,0,1900,58.8,41.2,10,0,1.4,0.8,30,35,103.2,100,0,7708,0,1,6357010755,0.662592850669133
"X753","WARDS",36066,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",827,9,"TABLOID","CANADIAN",1911,40,54,0.2,15,72,0.75,35,0,2500,58.5,41.5,0,0,2.1,1.1,30,40,100,100,0,9808,60.5,1,10286224387,0.734059436493681
"X823","WARDS",36066,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",827,2,"TABLOID","CANADIAN",1911,40,54,0.367,15,78,0.75,20,0,2500,61.1,38.9,0,0,2.5,0.7,30,40,100,100,0,9628,101.5,1,-45110613257,0.637950812221965
"X60","WARDS",36066,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,9,"TABLOID","CANADIAN",1910,45,54,0.2,15,80,0.8125,20,0,2000,58.8,41.2,0,0,1.5,0.6,33,35,111.1,100,0,9030,2,1,70559258191,0.789757979613878
"J40","WALMART",34493,NA,"KEY","YES","BENTON","GALLATIN","COATED","UNCOATED","NO","LINE","NO","WOODHOE70",816,9,"TABLOID",NA,1910,NA,51,0.167,16,75,0.5,30,0,1800,58.8,41.2,0,0,2.1,1,30,35,100,100,1,8720,0,1,-157054053026,0.594109836700346
"X153","ROSES",34896,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,2,"TABLOID","NORTHUS",1910,40,54,0.4,15.2,88,0.875,NA,5.9,2300,49.5,44.6,8,0,2.5,1,33,35,111.1,100,0,8504,2,1,106056633864,0.731946665093504
"X272","ROSES",34896,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,9,"TABLOID","NORTHUS",1910,40,54,0.333,14.7,90,0.875,NA,0,2300,52.6,47.4,4,0,3,1.1,33,35,111.1,100,0,8062,0,1,-216249940949,0.693521695565609
"F131","DOWNS",23050,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,2,"CATALOG","NORTHUS",1910,57.5,54,0.367,16.2,79,0.5,23,19,1500,47.6,33.4,5,0,3,1,32,35,93.3,100,0,8016,0,1,141611435234,0.689340453698173
"F76","REI",36644,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,2,"CATALOG","NORTHUS",1910,60,53,0.333,16.5,88,0.75,55,22.1,1550,41,36.9,0,0,3,0.8,40,35,105.1,100,0,7772,0,1,-201600149684,0.667978559668145
"F383","DOWNS",23050,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,9,"CATALOG","NORTHUS",1910,55,54,0.3,15.8,79,0.5,30,12.4,1500,51.5,36.1,0,0,3,0.5,32,35,93.3,100,0,8765,2,1,223216442383,0.759534728872547
"F374","REI",36644,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,7,"CATALOG","NORTHUS",1910,60,53,0.3,14.7,70,0.75,50,20.2,1550,42,37.8,3,0,3,1,40,35,111.1,100,0,7795,0,1,-38618811135,0.669935497325079
"J15","WARDS",36882,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",816,2,"TABLOID","CANADIAN",1910,45,53,0.3,15.2,78,1,NA,13.3,2150,51,35.7,2,0,2.5,1.1,30,35,111.1,100,0,8758,4,1,10630589442,0.753995276026944
"J38","WARDS",36882,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",816,9,"TABLOID","CANADIAN",1910,35,53,0.267,14.7,80,1,NA,5.5,2150,55.6,38.9,0,0,2.5,0.4,30,35,111.1,100,0,8822,0,1,50149390910,0.770762712272321
"J60","WALMART",34483,"NO","KEY","YES","BENTON","GALLATIN","COATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,2,"TABLOID",NA,1910,35,55,0.5,15,70,0.5,32,0,1950,58.8,41.2,0,0,2.5,1.3,30,35,100,100,1,9016,19.5,1,27096709735,0.603086722762555
"J60","WALMART",34493,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","WOODHOE70",816,2,"TABLOID",NA,1910,35,55,0.233,15,70,0.5,35,0,2000,58.8,41.2,0,0,2.5,1.5,30,35,100,100,1,9164,19.5,1,12879882008,0.593022817770892
"J40","WALMART",34493,NA,"KEY","YES","BENTON","GALLATIN","COATED","UNCOATED","NO","LINE","NO","WOODHOE70",816,9,"TABLOID","NORTHUS",1910,NA,54,0.333,17,94,0.25,26,0,1900,56.8,43.2,0,0,2.5,0.9,30,35,100,100,0,8271,0,1,-34067542123,0.713175954400637
"J45","WALMART",34493,"NO","KEY","YES","BENTON","GALLATIN","COATED","UNCOATED","NO","LINE","NO","WOODHOE70",816,2,"TABLOID","NORTHUS",1911,NA,54,0.2,14,80,0.3125,34,3.4,1900,56.8,39.8,0,0,2.5,1.3,30,40,106.7,100,0,8933,3,1,-123383449018,0.775900918222469
"X315","AMES",34585,"NO","KEY","YES",NA,"GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,2,"TABLOID","CANADIAN",1910,30,50,0.2,15.6,84,1,NA,0,2400,58.8,41.2,4,0,2.5,0.9,33,35,96.8,100,0,8456,0,1,224973142157,0.731526636255673
"X766","AMES",34585,"NO","KEY","YES",NA,"GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,9,"TABLOID","CANADIAN",1910,30,50,0.333,15.8,92,1,NA,0,2400,58.5,41.2,2,0,3,1.4,33,35,96.8,100,0,7587,0,1,-393528248128,0.652644243808342
"W717","SHEPLERS",36776,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","XYLOL","YES","ALBERT70",802,7,"CATALOG","NORTHUS",1910,45,50,0.2,14.5,70,0.75,42,5.3,1700,52.6,42.1,0,0,3,0.8,40,45,100,100,0,8266,0,1,97366617624,0.712692759119781
"W516","SHEPLERS",36776,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","XYLOL","YES","ALBERT70",802,2,"SPIEGEL","NORTHUS",1910,40,50,0.267,13.5,75,0.75,45,0,1700,58.8,41.2,0,0,3,0.6,40,35,100,100,0,8541,0,1,-11543430228,0.740278444938062
"X35","TVGUIDE",25433,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER94",821,7,"TABLOID","NORTHUS",1910,50,50,0.2,16.2,75,0.75,25,3.3,1850,54.9,41.8,2,0,2.7,0.9,40,35,100,100,0,8975,4.5,1,171790232596,0.776943292097022
"F633","DUNNS",38016,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,7,"CATALOG","MIDEUROPEAN",1910,45,54,0.333,14.8,70,0.75,50,13,1420,54.3,32.6,0,0,3,0.9,28,35,106.9,100,0,7876,0,1,-183264706799,0.676919569515873
"M200","DUNNS",38016,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,2,"CATALOG","MIDEUROPEAN",1910,45,54,0.233,14.3,67,0.75,45,12.3,1420,51.5,36.1,0,0,3,0.6,28,35,106.9,100,0,8303,0,1,149989667859,0.716283986918069
"R15","TARGET",34549,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","WOODHOE70",815,2,"SPIEGEL","CANADIAN",1911,45,54,0.267,14,90,0.75,30,0,2000,58.8,41.2,0,0,3,1,33,40,103.3,100,0,9181,2,1,172157027086,0.808080242052793
"X65","MERVYNS",34175,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID",NA,1910,30,54,0.233,15.8,68,0.75,25,6.4,2000,53.2,40.4,4,0,2.3,0.8,35,35,106.9,100,0,8425,1,1,-241920526130,0.726179911082839
"X333","WALMART",34493,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,9,"TABLOID",NA,1910,30,54,0.5,13.6,70,0.8125,30,0,2000,58.8,41.2,0,0,2.3,0.9,30,35,100,100,0,8732,0,1,425119013518,0.760729338009451
"X282","MERVYNS",34175,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",821,2,"TABLOID",NA,1910,30,54,0.333,16.8,71,0.75,25,18,2000,45,36.9,0,0,2.5,0.9,35,35,106.9,100,0,8565,0.5,1,-482611850158,0.74163874434265
"X184","WALMART",34493,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID",NA,1910,30,54,0.167,14.6,70,0.8125,30,0,2000,58.8,41.2,0,0,1.5,0.6,30,35,106.9,100,0,8676,3,1,97146410996,0.747558417493206
"R22","TARGET",34549,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",816,9,"SPIEGEL","CANADIAN",1910,45,54,0.167,18,90,0.5,26,8.3,1875,52.1,39.6,0,0,3,1,33,35,106.9,100,0,8619,4,1,-80432624925,0.739264124476177
"R23","TARGET",34549,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,9,"SPIEGEL","CANADIAN",1910,45,54,0.367,15,100,0.75,33,2.3,2000,56.8,40.9,0,0,2.75,0.9,33,35,106.9,100,0,8707,7,1,131612425132,0.741576953384266
"F236","DUNNS",38016,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,1,"CATALOG",NA,1910,45,56,0.3,15.5,78,0.75,NA,11.1,1350,55.5,33.3,0,0,2.2,0.9,28,35,100,100,0,8749,1,1,-416480948025,0.760186496989361
"F38","DUNNS",38016,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,5,"CATALOG",NA,1911,45,56,0.233,16,64,0.75,NA,11.1,1350,55.5,33.3,0,0,2.5,0.5,28,40,103.3,100,0,8779,0,1,882283398289,0.765936178196638
"X91","LAZARUS",34154,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",828,2,"TABLOID",NA,1910,45,56,0.333,14.9,85,1,30,17.3,1600,48.1,34.6,0,0,2.8,1,40,35,100,100,0,8610,0,1,-563156067911,0.747538356283423
"X132","LAZARUS",34154,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",828,10,"TABLOID","CANADIAN",1910,30,56,0.367,14.7,83,1,30,10.8,1600,53.8,35.5,0,6,2.6,1.2,40,35,100,100,0,8003,0,1,911839920908,0.68816792040503
"X377","AMES",34585,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,2,"TABLOID","CANADIAN",1910,57.5,57,0.367,15.3,84,1,30,19,2400,47.6,33.3,0,0,3,1,33,40,93.75,100,0,8734,5,1,-1248088388035,0.749062362859545
"X129","AMES",34585,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",828,10,"TABLOID","CANADIAN",1910,57.5,57,NA,14.2,78,1,30,10.5,2400,52.6,36.8,0,0,2.5,1,33,40,93.75,100,0,8733,2,1,2454670305573,0.7560409407044
"T204","GALLS",38061,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","XYLOL",NA,"WOODHOE70",815,1,"SPIEGEL","NORTHUS",1911,47.5,49,0.367,15,84,0.75,28,2.2,1600,54.3,43.5,0,0,3,0.9,34,30,108.1,100,1,6926,0,1,-1980423557755,0.745103807297509
"X197","TVGUIDE",25437,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID","NORTHUS",1911,57.5,51,0.333,15.2,70,0.625,25,11.1,1850,50.5,38.4,3,0,2.5,0.8,34,30,100,100,0,8262,1,1,263093507437,0.710196696717964
"X138","TVGUIDE",25437,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,2,"TABLOID","NORTHUS",1911,57.5,51,0.267,15.6,81,0.75,25,9.8,1850,49,41.2,0,0,2.7,0.6,34,30,100,100,0,8955,0,1,-856518074176,0.786083988011558
"X727","AMES",38013,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID",NA,1910,40,55,0.533,15.4,80,0.8125,30,10.2,2400,51,38.8,0,0,1.7,0.7,30,45,93.75,100,0,8504,1,1,-1179085300368,0.734188062608324
"X60","AMES",38013,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","MOTTER94",824,9,"TABLOID",NA,1910,45,55,0.3,16.1,82,0.75,30,0,2400,58.8,41.2,0,0,2,0.8,30,45,93.75,100,0,9518,3.5,1,2338970561510,0.847685353387724
"F192","COMPETITIVEDGE",34399,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,1,"CATALOG","NORTHUS",1911,40,54,0.3,15,70,NA,NA,10,NA,50,40,0,0,2.5,0.8,60,30,100,100,0,8178,0,1,-807030069663,0.704294429549616
"M254","COMPETITIVEDGE",34399,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,5,"CATALOG","NORTHUS",1910,42.5,54,0.3,15,70,NA,NA,13.4,1500,48.1,38.5,2,0,2.5,1,60,45,93.75,100,0,8004,0,1,-325991031094,0.688257973639587
"I353","AUSTADS",34066,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,7,"CATALOG","CANADIAN",1910,52.5,55,0.333,14,70,0.625,55,7.9,1600,57.5,34.44,4,0,3,0.8,40,45,93.75,100,0,7459,1,1,1125512051015,0.640723326126341
"I346","AUSTADS",34066,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","ALBERT70",802,2,"CATALOG","CANADIAN",1910,52.5,55,0.433,14,80,NA,55,9.9,1600,49.5,40.6,0,0,3,0.5,40,45,93.75,100,0,7847,0,1,-1761560599118,0.674402426837358
"R6","TARGET",34551,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,1,"SPIEGEL","CANADIAN",1910,35,72,0.367,15.2,72,1,36,0,2200,65.2,34.8,0,0,2.5,1,30,40,93.6,90,1,8198,1,1,558351822147,0.633003146736414
"R6","TARGET",34551,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","WOODHOE70",815,1,"SPIEGEL","CANADIAN",1910,35,56,0.267,15,70,1,33,0,2350,65.2,34.8,0,0,2.5,1,30,40,93.75,90,1,8322,0,1,-2136680553311,0.622076944892405
"G657","COLORTILE",34749,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","WOODHOE70",816,2,"TABLOID","CANADIAN",NA,NA,46,NA,16,72,0.5,32,0,1673,58.8,41.2,0,0,2.5,1.5,30,NA,NA,NA,1,7596,0,1,2163481330720,0.680511513975603
"R7","TARGET",34551,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","WOODHOE70",815,1,"SPIEGEL","CANADIAN",1910,40,60,0.2,15.5,73,0.75,28,0,1850,65.2,34.8,0,0,2.8,1,30,40,100,90,1,8747,3.5,1,507869692567,0.59746944424986
"F126","MODMAT",47103,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,7,"CATALOG","NORTHUS",1911,60,50,0.233,14.5,70,0.75,45,15.6,1650,45.8,38.5,2,0,2.5,1,40,40,100,100,0,8643,3.5,1,588390412787,0.74291561481227
"F159","MODMAT",47105,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","WOODHOE70",816,2,"CATALOG","NORTHUS",1910,60,50,0.267,14.9,88,0.375,32,10.3,1700,51.5,38.1,5,0,3,1.3,40,40,103.3,100,0,8676,1,1,358790259883,0.752249457596556
"F337","MODMAT",47103,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","ALBERT70",802,2,"CATALOG","NORTHUS",1910,60,50,0.3,14.5,60,0.75,40,19,1650,47.6,33.3,0,0,2.5,1,40,40,103.3,100,0,9059,23.5,1,-1320898916118,0.740536833867465
"F679","MODMAT",47105,"YES","KEY","YES","UDDEHOLM","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","WOODHOE70",816,9,"CATALOG","NORTHUS",1910,65,50,0.267,15,86,0.25,28,10.5,1700,52.6,36.8,2,0,2.5,0.6,40,40,103.3,100,0,8513,1,1,1466883225170,0.735111604816239
"M103","MODMAT",47105,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,5,"CATALOG","NORTHUS",1911,55,47,0.367,13,70,NA,NA,14.1,1600,50.5,35.3,0,0,2.5,0.5,40,35,106.25,100,0,7872,0,1,-30158581659,0.676571260875249
"M309","MODMAT",47105,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,1,"CATALOG","NORTHUS",1911,65,47,0.367,12,68,NA,NA,0,1600,58.8,41.2,0,0,2.8,0.8,40,35,106.25,100,0,8088,0,1,-562436141310,0.69590752048766
"T284","MODMAT",47105,"YES","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER70",813,10,"CATALOG","NORTHUS",1911,55,47,0.233,15.5,74,NA,NA,0,1600,62.5,37.5,0,0,2.5,1,40,35,106.25,100,0,8430,1,1,-403551312335,0.726681574029044
"T333","MODMAT",47105,"YES","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER70",813,9,"CATALOG","NORTHUS",1910,55,47,0.2,14,71,NA,NA,0,1600,62.5,37.5,0,0,2.5,0.7,40,40,90.3,100,0,8926,9,1,211573495767,0.760351727327641
"F679","MODMAT",47105,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,9,"CATALOG","NORTHUS",1910,65,60,0.267,14.5,80,0.25,38,15.8,1900,49.5,34.6,0,0,2.9,0.7,40,40,103.3,100,0,9073,0,1,-83959456365,0.800196398195412
"F159","MODMAT",47105,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,2,"CATALOG","NORTHUS",1910,60,60,0.267,14,76,0.375,30,10.3,1900,51.5,38.1,5,0,2.6,1.1,40,40,103.3,100,0,9277,8,1,-1475783355426,0.803681635592738
"R6","TARGET",34551,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","WOODHOE70",815,1,"SPIEGEL","CANADIAN",1910,40,49,0.267,14,82,0.625,30,0,2150,65.2,34.8,1,0,2.5,0.9,30,40,93.75,90,1,8332,0,1,277178520404,0.621342044482752
"G55","KMART",36197,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","NO","WOODHOE70",815,1,"TABLOID","NORTHUS",1910,55,50,0.133,14,80,0.625,32,8,2000,60,32,0,0,2.5,0.9,35,40,93.55,90,1,8559,1,1,923971690440,0.606645787347845
"G55","KMART",36197,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","COATED","NO","LINE","YES","WOODHOE70",815,1,"TABLOID","NORTHUS",1910,55,48,0.367,14.5,76,0.5,30,8,2000,60,32,0,0,2.5,1,35,40,93.55,90,1,8537,7,1,-1247263574528,0.617588949474586
"X753","TVGUIDE",25441,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,7,"TABLOID","NORTHUS",1910,55,50,0.267,17,89,1,22,10.4,1650,52.1,37.5,0.75,0,2.5,1.1,34,40,93.55,90,1,7884,0,1,2183726264088,0.656064373853062
"G150","KMART",36197,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,2,"TABLOID","MIDEUROPEAN",1911,55,50,0.2,17,78,0.25,32,9.7,1900,52.2,38.1,0,0,3,0.9,35,40,96.97,90,1,8601,6.5,1,-1420051740557,0.612199737060423
"X271","TOYSRUS",34754,"NO","KEY","NO","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",824,2,"TABLOID","CANADIAN",1910,42.5,48,0.2,16,70,0.8125,35,0,2050,66.7,33.3,2,0,1.7,1,30,40,93.55,90,0,8081,1,1,-1349446741960,0.693253211264005
"X251","TOYSRUS",34754,"NO","KEY","NO","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",824,9,"TABLOID","CANADIAN",1910,42.5,48,0.2,15,76,0.875,30,3.6,2050,60.2,36.2,0,0,2.5,1,30,40,93.55,90,0,8170,0,1,804085620954,0.703540749292847
"X326","WALMART",36578,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",827,9,"TABLOID","MIDEUROPEAN",1911,35,48,0.233,14.5,76,0.75,20,0,2225,62.5,37.5,4,0,2.7,1.2,33,40,106.25,90,0,8487,0,1,-2088032912841,0.734694395788093
"X206","WALMART",36578,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","NO","MOTTER94",827,2,"TABLOID","MIDEUROPEAN",1911,35,48,0.3,14.5,74,0.75,20,0,2225,62.5,37.5,4,0,2,1.2,33,40,106.25,90,0,8575,0,1,6603254572451,0.743838084894849
"R9","TARGET",34551,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","WOODHOE70",815,9,"SPIEGEL","CANADIAN",1910,30,48,0.233,15,88,0.75,35,7.7,NA,57.7,34.6,0,0,2.8,0.8,30,40,100,90,0,8769,0,1,-6980834974559,0.764822379226488
"X820","TVGUIDE",25440,"YES","KEY","YES",NA,"GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","MOTTER94",821,2,"TABLOID","NORTHUS",1911,47.5,49,0.433,14.5,88,0.625,25,34.5,2000,43.5,22,0,0,2.5,0.7,40,40,96.97,90,0,7972,0,1,5181680801851,0.68538791142275
"F337","MODMAT",47105,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,1,"CATALOG","NORTHUS",1911,60,48,0.367,14,76,1,NA,5.6,1600,55.6,38.8,0,0,2.5,0.7,40,40,96.97,90,0,7910,0,1,-102445397002,0.679894736231971
"F126","MODMAT",47105,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","MOTTER70",813,5,"CATALOG","NORTHUS",1911,60,48,0.4,16,72,1,NA,15.2,1600,44.6,40.2,0,4,2.1,0.7,40,40,96.97,90,0,7992,0,1,-682624479351,0.687178887915169
"G71","KMART",36197,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","NO","WOODHOE70",816,9,"TABLOID","NORTHUS",1911,47.5,52,0.3,15.2,76,0.75,30,17.5,1700,48.7,33.8,0,0,2.5,0.8,35,40,114.3,100,1,9296,126,1,-65452624721,0.789160201926998
"M74","CASLIVING",38059,"YES","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","ALBERT70",802,7,"CATALOG","NORTHUS",1911,42.5,52,0.333,16.8,80,0.625,40,0,1700,54.3,45.7,3,0,3,1,34,40,107.4,100,0,8313,1,1,-426482785226,0.715121424787978
"G67","KMART",36197,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",815,9,"TABLOID","MIDEUROPEAN",1911,47.5,53,0.3,15,72,0.75,25,22,1500,45.9,32.1,0,0,2.5,0.8,35,40,114.3,100,1,9083,4.5,1,2440104221145,0.576887922838902
"G84","KMART",36197,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",815,2,"TABLOID","MIDEUROPEAN",1911,47.5,58,0.333,14,85,0.75,28,16.5,1800,48.5,35,0,0,2.5,0.5,35,40,114.3,100,1,9001,5.5,1,-5018786759566,0.583540447521825
"G150","KMART",36197,"NO","KEY","YES","BENTON","GALLATIN","UNCOATED","UNCOATED","NO","LINE","YES","WOODHOE70",816,2,"TABLOID","MIDEUROPEAN",1910,55,48,0.233,18,76,0.25,24,10,1600,60,30,0,0,3,0.9,35,40,93.55,90,1,8356,2,1,9677700785359,0.622804302603457
"X828","BRENDLS",38218,"NO","KEY","YES","BENTON","GALLATIN","COATED","COATED","NO","LINE","YES","MOTTER94",821,7,"TABLOID","CANADIAN",1911,30,52,0.333,16.5,80,0.625,40,0,1800,58.1,41.9,1,0,2.5,0.4,35,40,107.4,100,1,8614,31,1,-10851372774744,0.652001873230755
